STATION,NAME,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/16/15,8.95,,0,,0,5.1,26,32,18,,140,340,15,19.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/17/15,15.88,,0,,0,5.1,27,45,17,,210,190,23.9,33.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/18/15,10.51,,0.07,,0,3.1,36,39,32,,240,230,19.9,25.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/19/15,4.25,,0,,0,2,32,33,28,,20,260,8.9,13,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/20/15,6.71,,0.07,,0.8,3.1,28,31,25,,40,30,12.1,13,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/21/15,6.26,,0.16,,2.2,3.1,26,28,22,,100,110,12.1,13,1,1,,,,1,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/22/15,5.59,,0,,0,5.1,24,30,20,,260,300,13,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/23/15,12.3,,0,,0,5.1,27,32,21,,230,250,19.9,23.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/24/15,10.07,,0,,0,5.1,30,37,25,,270,270,18.1,23.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/25/15,12.53,,0,,0,3.1,27,33,15,,50,40,19.9,27.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/26/15,5.14,,0,,0,3.1,16,26,8,,30,40,10.1,14.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/27/15,4.25,,0,,0,3.1,18,27,12,,10,10,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/28/15,7.83,,0,,0,3.1,18,31,8,,150,160,21,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/29/15,11.63,,0.05,,0.5,3.1,29,32,23,,330,340,23,33.1,1,1,,,,1,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/30/15,10.51,,0,,0,3.1,22,23,16,,310,340,21.9,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/31/15,7.16,,0,,0,3.1,23,33,16,,230,240,16.1,21,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/1/15,16.55,,0.53,,8,3.9,23,30,14,,20,30,29.1,36.9,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/2/15,11.18,,0.12,,1.7,13,11,15,4,,20,10,25.1,32,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/3/15,11.18,,0.06,,0.8,13,13,24,5,,220,220,17,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/4/15,8.72,,0.02,,0.4,11.8,24,26,9,,320,310,16.1,21,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/5/15,8.5,,0,,0,11,9,17,-6,,230,220,21.9,27.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/6/15,11.41,,0,,0,11,17,29,10,,230,240,21.9,28,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/7/15,5.82,,0,,0,9.1,30,39,26,,140,200,10.1,12.1,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/8/15,10.07,,0,,0,7.9,33,37,20,,30,20,21.9,29.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/9/15,9.17,,0,,0,7.1,20,22,11,,30,30,21,25.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/10/15,3.58,,0,,0,7.1,13,28,-1,,170,170,17,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/11/15,11.86,,0,,0.1,7.1,24,32,18,,290,280,21,25.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/12/15,12.3,,0,,0,7.1,16,24,2,,340,330,23,31.1,,,,,,,1,1
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/13/15,11.63,,0.02,,0.5,7.1,8,20,-3,,220,220,23.9,30,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/14/15,16.11,,0.04,,1.6,7.9,16,22,0,,310,310,31.1,42.1,1,1,,,,,1,1
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/15/15,5.82,,0,,0,9.1,-3,1,-13,,330,330,17,23,,,,,,,,1
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/16/15,5.14,,0,,0,9.1,-1,10,-13,,180,190,12.1,14.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/17/15,9.62,,0.02,,0.2,9.1,10,21,4,,270,270,21.9,28,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/18/15,10.07,,0,,0.1,9.1,10,13,-2,,300,290,21,25.9,1,,,,,,1,1
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/19/15,6.93,,0,,0,9.1,-1,5,-10,,290,350,15,19.9,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/20/15,10.96,,0,,0,9.1,-2,13,-16,,190,200,23.9,29.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/21/15,5.14,,0,,0,9.1,17,28,13,,200,200,17,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/22/15,9.62,,0,,0,9.1,20,24,1,,350,300,21,25.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/23/15,7.16,,0,,0,7.9,2,12,-13,,250,260,18.1,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/24/15,17.67,,0.06,,1.1,7.1,10,23,5,,230,210,29.1,36,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/25/15,5.14,,0,,0,7.9,14,21,0,,340,350,18.1,25.9,1,,,,,,1,1
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/26/15,7.61,,0.03,,0.3,7,10,12,-4,,20,20,16.1,21,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/27/15,6.26,,0,,0,7.1,4,18,-11,,280,290,17,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/28/15,7.61,,0,,0,7.1,11,21,0,,180,260,13,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/1/15,6.71,,0.01,,0.3,7.1,17,26,5,,260,270,21.9,27.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/2/15,8.95,,0,,0.1,7.1,24,30,17,,280,250,17,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/3/15,14.32,,0.24,,1.5,7.1,26,34,21,,280,280,29.1,36,1,1,,1,,1,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/4/15,13.42,,0,,0,7.9,28,30,11,,260,270,23.9,29.1,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/5/15,5.59,,0,,0,7.9,11,17,-1,,320,320,16.1,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/6/15,12.3,,0,,0,7.9,11,23,2,,190,210,23,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/7/15,9.84,,0,,0,7.9,26,44,16,,270,260,21.9,29.1,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/8/15,9.4,,0,,0,7.1,33,42,27,,240,230,18.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/9/15,7.16,,0,,0,7.1,36,47,24,,210,230,16.1,19,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/10/15,8.05,,0,,0,7.1,40,47,33,,210,220,18.1,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/11/15,6.04,,0,,0,5.1,42,51,30,,40,260,13,17,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/12/15,8.05,,0,,0,3.9,38,47,28,,130,170,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/13/15,7.16,,0,,0,2,40,58,28,,210,220,12.1,17,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/14/15,11.41,,0,,0,0,44,48,36,,300,300,23.9,35.1,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/15/15,7.83,,0,,0,0,39,53,27,,330,340,15,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/16/15,9.84,,0,,0,0,53,70,46,,20,20,21,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/17/15,13.2,,0,,0,0,43,47,25,,280,350,25.1,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/18/15,9.17,,0,,0,0,34,48,23,,310,310,21.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/19/15,5.37,,0,,0,0,33,43,23,,160,150,12.1,15,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/20/15,8.72,,0,,0,0,39,53,28,,210,220,18.1,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/21/15,11.18,,0,,0,0,43,51,27,,320,330,19.9,25.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/22/15,6.93,,0,,0,0,28,36,19,,20,20,16.1,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/23/15,8.5,,0,,0,0,28,34,21,,70,50,15,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/24/15,6.49,,0,,0,0,27,44,14,,130,130,14.1,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/25/15,14.99,,0.19,,0,0,37,48,29,,260,250,28,33.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/26/15,11.18,,0,,0,0,38,41,28,,290,290,19.9,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/27/15,10.74,,0,,0,0,25,30,15,,360,340,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/28/15,4.47,,0,,0,0,23,36,11,,290,310,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/29/15,16.55,,0.01,,0,0,31,44,21,,210,200,32,42.1,1,,,1,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/30/15,15.21,,0.11,,0,0,43,56,34,,290,300,30,42.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/31/15,7.61,,0.18,,0,0,42,49,34,,110,80,16.1,19.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/1/15,4.92,,0,,0,0,44,65,25,,180,190,15,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/2/15,12.75,,0.11,,0,0,55,63,43,,220,210,28,36.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/3/15,6.93,,0,,0,0,47,51,28,,350,350,19.9,27.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/4/15,11.18,,0,,0,0,35,51,21,,250,250,32,40.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/5/15,6.26,,0,,0,0,44,56,35,,40,40,14.1,17,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/6/15,8.05,,0,,0,0,47,64,33,,40,110,19.9,23,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/7/15,12.3,,0,,0,0,43,54,35,,70,70,19.9,23.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/8/15,8.5,,0.12,,0,0,41,42,36,,300,300,23,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/9/15,9.62,,0.46,,0,0,45,67,37,,190,190,18.1,25.1,1,1,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/10/15,19.91,,0.04,,0,0,51,68,39,,250,250,38,46.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/11/15,8.95,,0,,0,0,45,59,31,,290,300,21.9,27.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/12/15,8.28,,0,,0,0,52,68,38,,210,180,18.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/13/15,12.97,,0.08,,0,0,58,62,45,,260,270,29.1,38,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/14/15,4.25,,0,,0,0,53,68,35,,290,320,12.1,14.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/15/15,9.62,,0,,0,0,54,66,37,,90,110,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/16/15,7.83,,0,,0,0,53,62,41,,180,170,16.1,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/17/15,6.26,,0,,0,0,60,76,40,,290,250,16.1,23,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/18/15,9.62,,0,,0,0,60,70,45,,50,40,23,29.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/19/15,13.65,,0.34,,0,0,53,70,39,,120,130,23,30,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/20/15,19.69,,0.1,,0,0,53,60,42,,230,230,35.1,44.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/21/15,17.67,,0.02,,0,0,42,46,38,,240,240,31.1,40,,,,1,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/22/15,13.42,,0,,0,0,37,39,33,,280,280,29.1,40,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/23/15,10.96,,0,,0,0,35,42,30,,310,320,21.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/24/15,4.47,,0,,0,0,39,57,25,,240,290,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/25/15,9.17,,0,,0,0,47,57,37,,50,60,19.9,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/26/15,7.83,,0,,0,0,44,60,28,,350,40,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/27/15,6.04,,0,,0,0,45,55,36,,20,20,16.1,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/28/15,2.91,,0,,0,0,49,63,33,,10,20,10.1,13,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/29/15,5.82,,0.02,,0,0,52,66,36,,330,330,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/30/15,8.28,,0,,0,0,48,63,35,,330,320,16.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/1/15,6.71,,0,,0,0,56,73,39,,280,270,21,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/2/15,6.49,,0,,0,0,60,75,42,,240,230,19.9,23.9,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/3/15,9.4,,0,,0,0,65,80,52,,190,220,21.9,29.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/4/15,11.41,,0.11,,0,0,68,75,58,,260,270,25.1,34,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/5/15,6.71,,0.4,,0,0,55,58,48,,70,60,14.1,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/6/15,5.82,,0,,0,0,58,74,52,,160,180,10.1,17,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/7/15,8.5,,0,,0,0,69,85,57,,200,200,18.1,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/8/15,9.17,,0.03,,0,0,73,83,62,,250,250,23.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/9/15,5.82,,0.06,,0,0,67,73,59,,250,250,15,19,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/10/15,7.83,,0.37,,0,0,60,64,51,,30,30,13,16.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/11/15,9.17,,0.24,,0,0,58,71,49,,260,230,23,30,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/12/15,16.11,,0,,0,0,53,56,46,,250,250,30,36,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/13/15,5.82,,0,,0,0,47,57,38,,310,310,14.1,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/14/15,7.38,,0,,0,0,51,65,37,,150,150,15,19,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/15/15,8.5,,0.36,,0,0,59,73,50,,210,180,16.1,28,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/16/15,3.13,,0.58,,0,0,65,77,55,,190,160,8.9,12.1,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/17/15,10.29,,0.01,,0,0,71,81,64,,190,190,21.9,31.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/18/15,13.2,,0,,0,0,74,83,54,,270,270,25.1,31.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/19/15,11.86,,0,,0,0,54,54,39,,280,290,21,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/20/15,4.7,,0,,0,0,45,59,34,,360,360,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/21/15,10.51,,0,,0,0,53,64,45,,260,260,23,29.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/22/15,6.93,,0,,0,0,57,67,44,,280,340,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/23/15,5.37,,0,,0,0,59,76,41,,230,230,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/24/15,6.26,,0,,0,0,66,75,55,,120,120,13,17,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/25/15,12.75,,0.11,,0,0,71,81,65,,240,250,31.1,44.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/26/15,11.86,,0.34,,0,0,70,82,65,,180,160,30,40.9,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/27/15,14.54,,0.01,,0,0,70,77,57,,260,220,25.9,34,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/28/15,5.59,,0,,0,0,67,80,52,,150,210,14.1,19.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/29/15,10.07,,0.23,,0,0,72,84,62,,260,250,25.9,36.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/30/15,10.96,,0.61,,0,0,69,74,50,,20,20,21,28,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/31/15,13.42,,0.31,,0,0,49,52,45,,30,60,23,32,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/1/15,7.61,,0,,0,0,52,64,41,,40,60,17,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/2/15,5.14,,0,,0,0,55,72,39,,120,100,13,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/3/15,6.26,,0,,0,0,62,75,45,,150,130,15,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/4/15,4.92,,0,,0,0,67,80,57,,240,250,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/5/15,6.49,,0,,0,0,67,72,58,,50,50,16.1,21,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/6/15,8.05,,0,,0,0,61,73,50,,40,200,15,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/7/15,12.08,,0.11,,0,0,65,78,53,,220,220,25.9,36,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/8/15,12.3,,0.08,,0,0,72,81,62,,260,260,19.9,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/9/15,7.83,,0,,0,0,67,77,56,,270,280,16.1,19.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/10/15,12.97,,0,,0,0,74,85,61,,260,240,25.9,38,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/11/15,6.49,,0.18,,0,0,67,74,56,,100,90,13,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/12/15,8.72,,1.04,,0,0,62,69,56,,300,290,19.9,25.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/13/15,7.16,,0.01,,0,0,61,72,57,,140,350,13,19,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/14/15,6.71,,3.04,,0,0,71,80,67,,270,270,18.1,23.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/15/15,5.37,,0.01,,0,0,73,81,67,,210,210,14.1,16.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/16/15,6.71,,0,,0,0,73,79,61,,340,320,14.1,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/17/15,7.16,,0.68,,0,0,66,76,55,,150,140,17,23.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/18/15,7.61,,0.22,,0,0,69,78,64,,260,260,17,23.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/19/15,6.71,,0,,0,0,65,72,55,,30,40,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/20/15,5.59,,0,,0,0,65,79,52,,200,130,12.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/21/15,8.5,,0,,0,0,74,83,65,,270,250,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/22/15,9.84,,2.75,,0,0,72,82,61,,210,200,30,40,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/23/15,10.07,,0.26,,0,0,73,77,62,,250,240,30,36,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/24/15,3.8,,0,,0,0,68,80,54,,250,280,12.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/25/15,2.91,,0,,0,0,68,75,61,,150,140,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/26/15,7.61,,0,,0,0,67,76,58,,70,60,16.1,19.9,,,,,,,,
