"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-11","9.17",,"0.00","0.0","0.0","31","38","26","  200","  210","18.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-12","5.59",,"0.08","0.8","0.0","35","39","29","  340","  330","8.9","12.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-13","10.29",,"0.04","0.3","1.2","29","32","22","  290","  280","19.9","23.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-14","4.25",,"0.00","0.0","0.0","25","32","20","  350","  350","12.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-15","5.82",,"0.20","2.0","0.0","28","33","25","  240","  240","10.1","13.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-16","11.18",,"0.04","0.2","2.0","32","37","29","  220","  210","18.1","23.9","    1",,,,,"    1",,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-17","3.80",,"0.02","0.0","0.0","34","35","28","  290","  280","15.0","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-18","3.58",,"0.00","0.0","0.0","31","37","26","  270","  270","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-19","7.38",,"0.01","0.0","0.0","31","37","24","  210","  230","15.0","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-20","11.41",,"0.03","0.4","0.0","29","33","22","  240","  220","23.0","31.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-21","11.18",,"0.00","0.0","0.0","31","34","20","  270","  270","23.9","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-22","10.74",,"0.00","0.0","0.0","22","29","19","  150","  150","21.0","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-23","12.97",,"0.00","0.0","0.0","34","50","27","  140","  160","18.1","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-24","13.20",,"0.14","0.0","0.0","44","47","42","  250","  260","23.9","30.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-25","8.72",,"0.02","0.0","0.0","41","42","33","  280","  290","19.9","25.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-26","16.11",,"0.60","6.6","3.9","32","33","27","   40","   40","25.1","36.9","    1","    1",,,,"    1",,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-27","11.86",,"0.00","0.0","5.9","27","29","24","  280","  300","18.1","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-28","9.62",,"0.00","0.0","5.1","25","27","24","  290","  300","16.1","23.9",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-29","7.38",,"0.01","0.1","3.1","25","30","23","  140","  150","13.0","15.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-30","1.12",,"0.00","0.0","2.0","32","38","24","  350","   10","8.1","11.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-01","10.96",,"0.20","0.0","1.2","31","37","21","   80","   80","19.9","25.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-02","10.07",,"0.28","0.0","0.0","41","54","36","  250","  240","21.9","27.1","    1","    1","    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-03","9.84",,"0.02","0.0","0.0","34","38","28","  350","  350","15.0","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-04","3.36",,"0.00","0.0","0.0","28","33","21","  330","  330","10.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-05","8.28",,"0.01","0.1","0.0","26","30","21","  260","  260","21.0","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-06","11.63",,"0.00","0.0","0.0","29","31","24","  220","  220","21.9","27.1","    1",,,,"    1",,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-07","8.50",,"0.01","0.2","0.0","26","30","19","  290","  280","21.0","25.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-08","5.59",,"0.00","0.0","0.0","23","30","17","  310","  310","15.0","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-09","5.82",,"0.00","0.0","0.0","21","32","13","  270","  270","14.1","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-10","6.93",,"0.00","0.0","0.0","26","34","23","  230","  230","18.1","23.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-11","8.95",,"0.00","0.0","0.0","29","32","27","  220","  240","17.0","23.9",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-12","10.96",,"0.01","0.0","0.0","30","40","20","  160","  150","21.0","27.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-13","3.13",,"0.00","0.0","0.0","32","37","23","  200","  160","8.9","12.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-14","2.91",,"0.55","0.0","0.0","35","40","32","  140","  140","8.9","11.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-15","6.26",,"0.00","0.0","0.0","32","36","28","   30","   30","13.0","16.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-16","6.49",,"0.00","0.0","0.0","32","37","29","  260","  270","12.1","14.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-17","7.83",,"0.00","0.0","0.0","34","38","26","  300","  300","18.1","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-18","4.70",,"0.00","0.0","0.0","27","36","19","  180","  180","10.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-19","9.40",,"0.00","0.0","0.0","35","48","29","  200","  210","16.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-20","5.82",,"0.11","0.0","0.0","40","44","35","  140","  140","14.1","17.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-21","9.17",,"0.16","0.1","0.0","38","40","30","  320","  310","16.1","23.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-22","8.72",,"0.00","0.0","0.0","30","32","29","  310","  320","18.1","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-23","8.05",,"0.00","0.0","0.0","31","35","29","  250","  260","15.0","18.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-24","10.51",,"0.00","0.0","0.0","31","33","28","  250","  260","21.0","27.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-25","3.13",,"0.02","0.1","0.0","27","32","21","  180","  180","8.9","11.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-26","5.37",,"0.00","0.0","0.0","34","44","29","  100","  110","15.0","18.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-27","16.33",,"0.15","0.0","0.0","36","50","33","  160","  150","29.1","38.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-28","15.66",,"0.00","0.0","0.0","47","53","33","  250","  250","28.0","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-29","6.71",,"0.04","0.7","0.0","29","33","26","  300","  300","14.1","18.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-30","11.86",,"0.00","0.1","1.2","28","32","25","  240","  240","21.0","28.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-12-31","8.28",,"0.78","0.0","0.0","33","39","28","  330","  330","16.1","23.0","    1",,,,,,"    1",
