"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-03","9.84",,"0.30","0.0","0.0","63","72","54","  270","  270","23.9","31.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-04","13.65",,"0.11","0.0","0.0","62","71","56","  290","  270","23.9","31.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-05","6.93",,"0.00","0.0","0.0","62","69","51","  320","  330","15.0","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-06","2.24",,"0.00","0.0","0.0","59","72","45","  180","  240","12.1","15.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-07","3.36",,"0.00","0.0","0.0","69","83","55","  340","  330","13.0","15.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-08","6.26",,"0.00","0.0","0.0","70","82","58","   70","   80","13.0","15.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-09","9.40",,"0.70","0.0","0.0","66","69","60","   70","  100","15.0","19.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-10","8.95",,"0.00","0.0","0.0","63","69","57","  100","   90","16.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-11","10.29",,"0.00","0.0","0.0","67","79","56","   90","   80","18.1","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-12","6.26",,"0.00","0.0","0.0","69","78","59","  140","  140","14.1","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-13","10.29",,"0.00","0.0","0.0","72","80","58","  280","  280","23.0","33.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-14","6.04",,"0.00","0.0","0.0","70","83","54","  320","  280","15.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-15","5.59",,"0.00","0.0","0.0","71","82","55","  170","  170","16.1","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-16","3.80",,"0.05","0.0","0.0","74","85","65","  150","  170","13.0","16.1",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-17","8.50",,"0.00","0.0","0.0","81","93","69","  220","  220","18.1","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-18","11.86",,"0.05","0.0","0.0","83","91","72","  270","  270","23.9","30.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-19","8.28",,"0.01","0.0","0.0","71","74","66","   50","   50","17.0","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-20","5.37",,"0.00","0.0","0.0","67","72","60","   90","  100","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-21","8.95",,"0.00","0.0","0.0","68","80","56","   50","   60","16.1","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-22","8.95",,"0.03","0.0","0.0","65","74","57","   60","   50","17.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-23","4.47",,"0.00","0.0","0.0","66","72","61","  290","  300","12.1","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-24","6.04",,"0.02","0.0","0.0","65","75","61","   50","  230","14.1","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-25","8.28",,"0.00","0.0","0.0","65","77","53","   60","   70","17.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-26","7.83",,"0.00","0.0","0.0","66","80","50","  120","  150","16.1","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-27","6.93",,"0.31","0.0","0.0","70","76","64","  250","  310","17.0","19.9","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-28","6.49",,"0.00","0.0","0.0","73","88","61","  270","  250","14.1","18.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-29","8.28",,"0.00","0.0","0.0","77","91","62","  160","  200","18.1","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-06-30","9.62",,"0.00","0.0","0.0","84","94","77","  210","  190","18.1","25.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-01","11.63",,"0.00","0.0","0.0","83","94","73","  180","  180","25.1","34.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-02","6.49",,"0.00","0.0","0.0","80","86","65","  240","  290","15.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-03","6.49",,"0.00","0.0","0.0","77","91","61","  100","  130","15.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-04","4.92",,"0.00","0.0","0.0","83","95","73","  200","  200","13.0","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-05","9.17",,"0.00","0.0","0.0","84","94","75","  290","  300","19.9","28.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-06","8.50",,"0.00","0.0","0.0","73","78","57","   30","   20","19.9","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-07","3.58",,"0.00","0.0","0.0","67","82","50","  130","  110","13.0","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-08","6.71",,"0.00","0.0","0.0","72","88","55","  200","  210","13.0","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-09","8.28",,"0.00","0.0","0.0","76","90","61","  230","  230","19.9","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-10","6.71",,"0.00","0.0","0.0","78","88","66","   20","   10","15.0","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-11","3.80",,"0.00","0.0","0.0","73","86","57","   40","   60","13.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-12","6.04",,"0.00","0.0","0.0","72","87","57","  180","  180","14.1","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-13","7.61",,"0.49","0.0","0.0","78","91","65","  190","  210","16.1","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-14","4.92",,"0.01","0.0","0.0","76","81","69","  250","  230","13.0","16.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-15","2.91",,"0.00","0.0","0.0","77","92","65","  220","  220","15.0","19.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-16","6.93",,"0.00","0.0","0.0","80","92","65","  320","  310","21.0","27.1",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-17","6.93",,"0.00","0.0","0.0","73","83","59","  310","  320","17.0","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-18","2.68",,"0.00","0.0","0.0","68","81","53","  310","   10","10.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-19","8.05",,"0.00","0.0","0.0","71","85","55","  160","  140","17.0","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-20","13.42",,"0.26","0.0","0.0","72","81","66","  150","  170","25.1","32.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-21","8.28",,"0.08","0.0","0.0","70","77","66","  100","  100","18.1","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-22","7.83",,"0.02","0.0","0.0","69","74","63","   70","   50","18.1","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-23","3.58",,"0.03","0.0","0.0","68","80","63","  300","  240","8.9","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-24","4.92",,"0.00","0.0","0.0","72","84","64","  270","  310","15.0","18.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-25","5.37",,"0.00","0.0","0.0","74","87","60","  300","  280","14.1","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-26","11.63",,"0.00","0.0","0.0","73","81","61","  260","  270","23.0","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-27","9.17",,"0.00","0.0","0.0","68","78","59","  300","  310","21.0","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-28","5.14",,"0.00","0.0","0.0","67","80","55","  300","  300","14.1","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-29","2.91",,"0.00","0.0","0.0","69","84","55","  310","  300","12.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-30","3.80",,"0.00","0.0","0.0","70","84","56","  130","  110","12.1","16.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-07-31","4.47",,"0.14","0.0","0.0","68","79","57","   70","   60","14.1","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-01","6.04",,"0.12","0.0","0.0","70","82","63","  190","  180","16.1","19.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-02","9.62",,"0.11","0.0","0.0","72","86","63","  180","  280","19.9","29.1",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-03","3.58",,"0.01","0.0","0.0","72","85","62","  290","  200","13.0","25.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-04","4.92",,"0.00","0.0","0.0","74","91","59","  180","  180","14.1","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-05","13.42",,"0.00","0.0","0.0","83","95","72","  210","  210","23.9","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-06","5.82",,"0.20","0.0","0.0","76","78","69","  290","  270","16.1","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-07","2.46",,"0.14","0.0","0.0","74","87","67","  340","  330","10.1","13.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-08","6.71",,"0.68","0.0","0.0","75","84","67","  320","  280","14.1","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-09","8.50",,"0.00","0.0","0.0","73","83","63","  270","  270","18.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-10","6.49",,"0.00","0.0","0.0","74","84","62","   40","   50","14.1","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-11","3.80",,"0.00","0.0","0.0","72","87","59","  260","  290","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-12","3.58",,"0.00","0.0","0.0","74","86","62","   50","  360","10.1","15.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-13","2.01",,"0.00","0.0","0.0","74","87","61","  130","  150","8.9","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-14","6.26",,"0.00","0.0","0.0","75","89","61","  260","  260","17.0","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-15","5.14",,"0.81","0.0","0.0","77","87","68","  200","  200","35.1","42.9","    1",,"    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-16","3.80",,"0.00","0.0","0.0","73","78","67","  110","  130","10.1","12.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-17","3.80",,"0.00","0.0","0.0","72","78","68","   10","  360","12.1","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-18","4.25",,"0.00","0.0","0.0","73","82","63","   50","   30","13.0","15.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-19","4.47",,"1.83","0.0","0.0","71","83","63","  300","  290","21.0","27.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-20","7.83",,"0.00","0.0","0.0","72","80","63","  120","  140","16.1","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-21","8.95",,"0.11","0.0","0.0","72","77","65","  320","  310","21.0","27.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-22","10.96",,"0.00","0.0","0.0","67","77","57","  330","  330","21.0","29.1",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-23","6.49",,"0.00","0.0","0.0","67","80","56","  230","  240","21.0","25.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-24","10.74",,"0.00","0.0","0.0","67","76","59","  200","  190","21.0","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-25","10.96",,"0.25","0.0","0.0","71","78","63","  210","  210","28.0","34.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-26","5.59",,"0.00","0.0","0.0","74","85","68","  330","  330","21.9","29.1","    1","    1","    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-27","11.41",,"0.00","0.0","0.0","78","89","70","  220","  230","21.0","27.1",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-28","13.42",,"0.94","0.0","0.0","78","87","67","  210","  330","21.9","30.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-29","9.17",,"0.13","0.0","0.0","71","79","57","  290","  280","19.9","25.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-30","4.92",,"0.00","0.0","0.0","62","75","50","   40","   40","10.1","13.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-08-31","8.05",,"0.00","0.0","0.0","67","82","55","  140","  160","16.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-01","9.40",,"0.15","0.0","0.0","73","81","66","  280","  280","29.1","35.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-02","10.29",,"0.34","0.0","0.0","76","87","68","  310","  300","21.0","29.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-03","5.82",,"0.12","0.0","0.0","78","86","70","  220","  220","28.0","32.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-04","8.05",,"0.00","0.0","0.0","77","89","69","  220","  210","16.1","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-05","10.74",,"0.00","0.0","0.0","81","89","71","  250","  260","23.9","30.0",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-06","7.38",,"0.00","0.0","0.0","69","73","59","   30","   30","15.0","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-07","5.59",,"0.00","0.0","0.0","61","69","55","   30","   40","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-08","10.51",,"0.00","0.0","0.0","60","67","52","   50","   40","19.9","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-09","12.75",,"0.03","0.0","0.0","57","65","51","   50","   70","21.9","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-10","7.83",,"0.01","0.0","0.0","58","66","54","   40","   40","16.1","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-11","2.01",,"0.00","0.0","0.0","62","77","48","  200","  260","8.1","12.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-12","1.57",,"0.00","0.0","0.0","65","79","52","   80","  130","10.1","13.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-13","3.80",,"0.00","0.0","0.0","65","78","54","   60","   70","10.1","13.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-14","2.24",,"0.00","0.0","0.0","71","82","60","  340","  330","8.9","12.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-15","4.03",,"0.00","0.0","0.0","68","84","56","   60","   50","12.1","15.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-16","5.59",,"0.00","0.0","0.0","73","86","59","  150","  110","15.0","19.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-17","2.01",,"0.00","0.0","0.0","75","89","63","   10","  340","8.9","13.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-18","4.03",,"0.00","0.0","0.0","72","85","62","  300","  300","13.0","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-19","5.14",,"0.00","0.0","0.0","70","79","63","  140","  150","12.1","15.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-20","9.84",,"2.43","0.0","0.0","70","81","64","  300","  310","19.9","23.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-21","18.34",,"0.09","0.0","0.0","75","79","54","  250","  270","32.0","44.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-22","4.92",,"0.00","0.0","0.0","56","66","47","  350","  350","17.0","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-23","3.80",,"0.00","0.0","0.0","56","71","43","  100","   90","10.1","13.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-24","7.61",,"0.05","0.0","0.0","57","68","47","  120","  100","17.0","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-25","9.17",,"0.02","0.0","0.0","69","79","65","  230","  240","23.0","33.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-26","12.53",,"0.00","0.0","0.0","63","66","46","  260","  260","21.9","29.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-27","8.05",,"0.00","0.0","0.0","54","63","45","  190","  190","16.1","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-28","8.50",,"0.08","0.0","0.0","55","60","44","  270","  270","21.9","29.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-29","5.37",,"0.05","0.0","0.0","49","60","38","  270","  260","17.0","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-09-30","6.71",,"0.54","0.0","0.0","46","50","41","   90","   70","10.1","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-01","8.72",,"1.49","0.0","0.0","51","58","49","  340","  140","15.0","19.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-02","6.71",,"0.64","0.0","0.0","59","65","54","  160","  170","23.0","28.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-03","12.08",,"0.00","0.0","0.0","63","81","54","  200","  190","25.1","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-04","10.51",,"0.03","0.0","0.0","68","78","41","  210","  200","25.1","34.0",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-05","6.93",,"0.06","0.0","0.0","47","57","41","  150","  160","14.1","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-06","6.71",,"1.17","0.0","0.0","62","74","55","  330","  330","18.1","23.9","    1","    1","    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-07","8.28",,"0.01","0.0","0.0","56","57","52","   80","   40","13.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-08","8.72",,"0.00","0.0","0.0","64","84","53","  230","  230","19.9","27.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-09","8.95",,"0.01","0.0","0.0","74","84","67","  220","  220","18.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-10","9.84",,"0.91","0.0","0.0","70","75","65","  170","  180","21.0","25.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-11","17.45",,"0.00","0.0","0.0","56","67","42","  260","  260","30.0","38.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-12","9.17",,"0.09","0.0","0.0","43","46","40","  280","  300","16.1","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-13","7.83",,"0.00","0.0","0.0","43","53","35","  240","  240","18.1","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-14","6.71",,"0.00","0.0","0.0","47","60","36","  170","  170","14.1","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-15","11.18",,"0.07","0.0","0.0","48","51","32","  260","  280","29.1","35.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-16","12.75",,"0.00","0.0","0.0","42","55","33","  220","  230","25.1","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-17","9.62",,"0.00","0.0","0.0","44","47","29","  280","  280","21.9","28.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-18","6.93",,"0.00","0.0","0.0","38","53","25","  240","  230","17.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-19","14.54",,"0.04","0.0","0.0","46","55","42","  210","  220","25.1","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-20","11.41",,"0.08","0.0","0.0","46","55","35","  300","  330","32.0","44.1","    1",,"    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-21","8.50",,"0.00","0.0","0.0","37","45","32","  260","  260","17.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-22","8.05",,"0.00","0.0","0.0","43","58","35","  250","  230","16.1","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-23","10.51",,"0.00","0.0","0.0","46","53","34","  310","  300","19.9","28.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-24","4.25",,"0.00","0.0","0.0","39","48","29","  320","  310","14.1","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-25","1.34",,"0.00","0.0","0.0","37","49","27","  250","  260","8.1","11.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-26","7.16",,"0.00","0.0","0.0","43","52","36","   60","   50","16.1","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-27","8.28",,"0.01","0.0","0.0","43","45","39","   10","   40","15.0","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-28","6.49",,"0.21","0.0","0.0","41","46","37","  350","  340","17.0","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-29","6.04",,"0.00","0.0","0.0","43","54","34","  280","  280","15.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-30","7.83",,"0.21","0.0","0.0","43","57","31","  160","  170","18.1","23.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-10-31","5.82",,"0.26","0.0","0.0","52","56","46","  300","  330","14.1","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-01","7.61",,"0.13","0.0","0.0","45","47","39","   30","   40","19.9","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-02","5.82",,"0.11","0.0","0.0","41","48","35","  330","  330","13.0","16.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-03","6.04",,"0.00","0.0","0.0","41","47","32","  280","  320","16.1","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-04","12.08",,"0.01","0.0","0.0","42","51","36","  130","  130","23.0","31.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-05","10.29",,"0.05","0.0","0.0","48","51","43","  160","  150","21.0","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-06","17.00",,"0.42","0.0","0.0","48","53","43","  250","  240","29.1","38.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-07","14.76",,"0.01","0.0","0.0","40","43","35","  270","  270","25.9","33.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-08","4.92",,"0.00","0.0","0.0","37","40","32","  280","  270","12.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-09","9.17",,"0.11","0.7","0.0","34","36","25","  280","  280","25.9","34.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2018-11-10","13.20",,"0.04","0.8","1.2","28","35","21","  270","  280","23.9","32.0",,,,,,,,
