STATION,DATE,TAVG,TMAX,TMIN,datenumber
USW00014836,2019-02-28,21.0,29.0,12.0,737118.0
USW00014836,2019-03-01,22.0,35.0,9.0,737119.0
USW00014836,2019-03-02,29.0,31.0,20.0,737120.0
USW00014836,2019-03-03,20.0,25.0,8.0,737121.0
USW00014836,2019-03-04,11.0,14.0,7.0,737122.0
USW00014836,2019-03-05,11.0,18.0,8.0,737123.0
USW00014836,2019-03-06,13.0,21.0,4.0,737124.0
USW00014836,2019-03-07,20.0,25.0,11.0,737125.0
USW00014836,2019-03-08,22.0,39.0,8.0,737126.0
USW00014836,2019-03-09,29.0,39.0,19.0,737127.0
USW00014836,2019-03-10,37.0,44.0,33.0,737128.0
USW00014836,2019-03-11,32.0,35.0,25.0,737129.0
USW00014836,2019-03-12,31.0,46.0,20.0,737130.0
USW00014836,2019-03-13,40.0,53.0,36.0,737131.0
USW00014836,2019-03-14,52.0,62.0,42.0,737132.0
USW00014836,2019-03-15,41.0,42.0,31.0,737133.0
USW00014836,2019-03-16,32.0,36.0,23.0,737134.0
USW00014836,2019-03-17,27.0,38.0,17.0,737135.0
USW00014836,2019-03-18,32.0,42.0,22.0,737136.0
USW00014836,2019-03-19,35.0,49.0,23.0,737137.0
USW00014836,2019-03-20,36.0,44.0,31.0,737138.0
USW00014836,2019-03-21,36.0,40.0,33.0,737139.0
USW00014836,2019-03-22,37.0,43.0,27.0,737140.0
USW00014836,2019-03-23,32.0,47.0,20.0,737141.0
USW00014836,2019-03-24,42.0,58.0,30.0,737142.0
USW00014836,2019-03-25,36.0,44.0,28.0,737143.0
USW00014836,2019-03-26,33.0,46.0,22.0,737144.0
USW00014836,2019-03-27,39.0,54.0,27.0,737145.0
USW00014836,2019-03-28,53.0,67.0,43.0,737146.0
USW00014836,2019-03-29,46.0,55.0,36.0,737147.0
USW00014836,2019-03-30,40.0,41.0,26.0,737148.0
USW00014836,2019-03-31,28.0,34.0,21.0,737149.0
USW00014836,2019-04-01,31.0,45.0,20.0,737150.0
USW00014836,2019-04-02,43.0,58.0,36.0,737151.0
USW00014836,2019-04-03,43.0,51.0,37.0,737152.0
USW00014836,2019-04-04,40.0,47.0,33.0,737153.0
USW00014836,2019-04-05,39.0,52.0,33.0,737154.0
USW00014836,2019-04-06,49.0,66.0,34.0,737155.0
USW00014836,2019-04-07,57.0,72.0,47.0,737156.0
USW00014836,2019-04-08,61.0,69.0,54.0,737157.0
USW00014836,2019-04-09,54.0,62.0,42.0,737158.0
USW00014836,2019-04-10,41.0,43.0,31.0,737159.0
USW00014836,2019-04-11,37.0,49.0,30.0,737160.0
USW00014836,2019-04-12,48.0,59.0,40.0,737161.0
USW00014836,2019-04-13,44.0,52.0,34.0,737162.0
USW00014836,2019-04-14,35.0,37.0,31.0,737163.0
USW00014836,2019-04-15,38.0,50.0,32.0,737164.0
USW00014836,2019-04-16,46.0,64.0,38.0,737165.0
USW00014836,2019-04-17,49.0,61.0,42.0,737166.0
USW00014836,2019-04-18,58.0,66.0,41.0,737167.0
USW00014836,2019-04-19,41.0,42.0,39.0,737168.0
USW00014836,2019-04-20,43.0,54.0,36.0,737169.0
USW00014836,2019-04-21,48.0,71.0,31.0,737170.0
USW00014836,2019-04-22,62.0,76.0,50.0,737171.0
USW00014836,2019-04-23,58.0,66.0,43.0,737172.0
USW00014836,2019-04-24,49.0,62.0,36.0,737173.0
USW00014836,2019-04-25,56.0,65.0,51.0,737174.0
USW00014836,2019-04-26,56.0,62.0,41.0,737175.0
USW00014836,2019-04-27,43.0,51.0,33.0,737176.0
USW00014836,2019-04-28,43.0,56.0,34.0,737177.0
USW00014836,2019-04-29,43.0,44.0,40.0,737178.0
USW00014836,2019-04-30,43.0,49.0,40.0,737179.0
USW00014836,2019-05-01,51.0,63.0,44.0,737180.0
USW00014836,2019-05-02,49.0,57.0,43.0,737181.0
USW00014836,2019-05-03,46.0,51.0,43.0,737182.0
USW00014836,2019-05-04,51.0,64.0,44.0,737183.0
USW00014836,2019-05-05,57.0,71.0,43.0,737184.0
USW00014836,2019-05-06,59.0,72.0,48.0,737185.0
USW00014836,2019-05-07,48.0,56.0,40.0,737186.0
USW00014836,2019-05-08,47.0,58.0,36.0,737187.0
USW00014836,2019-05-09,60.0,74.0,50.0,737188.0
USW00014836,2019-05-10,52.0,57.0,41.0,737189.0
USW00014836,2019-05-11,46.0,52.0,36.0,737190.0
USW00014836,2019-05-12,46.0,53.0,40.0,737191.0
USW00014836,2019-05-13,48.0,57.0,40.0,737192.0
USW00014836,2019-05-14,51.0,69.0,36.0,737193.0
USW00014836,2019-05-15,60.0,74.0,45.0,737194.0
USW00014836,2019-05-16,61.0,76.0,45.0,737195.0
USW00014836,2019-05-17,63.0,70.0,53.0,737196.0
USW00014836,2019-05-18,60.0,76.0,47.0,737197.0
USW00014836,2019-05-19,67.0,75.0,57.0,737198.0
USW00014836,2019-05-20,53.0,58.0,41.0,737199.0
USW00014836,2019-05-21,49.0,62.0,37.0,737200.0
USW00014836,2019-05-22,58.0,73.0,50.0,737201.0
USW00014836,2019-05-23,68.0,74.0,54.0,737202.0
USW00014836,2019-05-24,57.0,63.0,49.0,737203.0
USW00014836,2019-05-25,68.0,81.0,55.0,737204.0
USW00014836,2019-05-26,67.0,73.0,54.0,737205.0
USW00014836,2019-05-27,63.0,74.0,51.0,737206.0
USW00014836,2019-05-28,61.0,66.0,53.0,737207.0
USW00014836,2019-05-29,57.0,67.0,52.0,737208.0
USW00014836,2019-05-30,61.0,68.0,54.0,737209.0
USW00014836,2019-05-31,64.0,80.0,49.0,737210.0
USW00014836,2019-06-01,67.0,71.0,60.0,737211.0
USW00014836,2019-06-02,62.0,70.0,48.0,737212.0
USW00014836,2019-06-03,54.0,67.0,42.0,737213.0
USW00014836,2019-06-04,62.0,75.0,47.0,737214.0
USW00014836,2019-06-05,70.0,80.0,59.0,737215.0
USW00014836,2019-06-06,64.0,76.0,57.0,737216.0
USW00014836,2019-06-07,69.0,81.0,55.0,737217.0
USW00014836,2019-06-08,68.0,81.0,54.0,737218.0
USW00014836,2019-06-09,67.0,70.0,60.0,737219.0
USW00014836,2019-06-10,65.0,68.0,53.0,737220.0
USW00014836,2019-06-11,62.0,78.0,48.0,737221.0
USW00014836,2019-06-12,67.0,76.0,56.0,737222.0
USW00014836,2019-06-13,58.0,62.0,52.0,737223.0
USW00014836,2019-06-14,60.0,74.0,45.0,737224.0
USW00014836,2019-06-15,67.0,72.0,60.0,737225.0
USW00014836,2019-06-16,58.0,62.0,52.0,737226.0
USW00014836,2019-06-17,60.0,69.0,55.0,737227.0
USW00014836,2019-06-18,69.0,81.0,59.0,737228.0
USW00014836,2019-06-19,69.0,77.0,60.0,737229.0
USW00014836,2019-06-20,63.0,66.0,55.0,737230.0
USW00014836,2019-06-21,64.0,77.0,52.0,737231.0
USW00014836,2019-06-22,65.0,77.0,52.0,737232.0
USW00014836,2019-06-23,67.0,81.0,54.0,737233.0
USW00014836,2019-06-24,71.0,78.0,63.0,737234.0
USW00014836,2019-06-25,71.0,83.0,61.0,737235.0
USW00014836,2019-06-26,73.0,84.0,62.0,737236.0
USW00014836,2019-06-27,74.0,87.0,62.0,737237.0
USW00014836,2019-06-28,77.0,87.0,68.0,737238.0
USW00014836,2019-06-29,77.0,87.0,67.0,737239.0
USW00014836,2019-06-30,76.0,84.0,65.0,737240.0
USW00014836,2019-07-01,77.0,90.0,67.0,737241.0
USW00014836,2019-07-02,78.0,90.0,68.0,737242.0
USW00014836,2019-07-03,75.0,86.0,69.0,737243.0
USW00014836,2019-07-04,78.0,89.0,69.0,737244.0
USW00014836,2019-07-05,78.0,89.0,72.0,737245.0
USW00014836,2019-07-06,78.0,86.0,67.0,737246.0
USW00014836,2019-07-07,72.0,80.0,61.0,737247.0
USW00014836,2019-07-08,67.0,80.0,52.0,737248.0
USW00014836,2019-07-09,70.0,83.0,57.0,737249.0
USW00014836,2019-07-10,76.0,91.0,64.0,737250.0
USW00014836,2019-07-11,79.0,85.0,61.0,737251.0
USW00014836,2019-07-12,67.0,81.0,56.0,737252.0
USW00014836,2019-07-13,76.0,90.0,64.0,737253.0
USW00014836,2019-07-14,74.0,85.0,59.0,737254.0
USW00014836,2019-07-15,76.0,92.0,62.0,737255.0
USW00014836,2019-07-16,78.0,84.0,70.0,737256.0
USW00014836,2019-07-17,77.0,87.0,70.0,737257.0
USW00014836,2019-07-18,77.0,85.0,71.0,737258.0
USW00014836,2019-07-19,83.0,93.0,77.0,737259.0
USW00014836,2019-07-20,81.0,93.0,71.0,737260.0
USW00014836,2019-07-21,74.0,81.0,67.0,737261.0
USW00014836,2019-07-22,69.0,78.0,59.0,737262.0
USW00014836,2019-07-23,66.0,79.0,52.0,737263.0
USW00014836,2019-07-24,66.0,79.0,54.0,737264.0
USW00014836,2019-07-25,71.0,84.0,58.0,737265.0
USW00014836,2019-07-26,76.0,84.0,63.0,737266.0
USW00014836,2019-07-27,79.0,86.0,,737267.0
USW00014836,2019-07-28,80.0,90.0,71.0,737268.0
USW00014836,2019-07-29,76.0,83.0,68.0,737269.0
USW00014836,2019-07-30,73.0,84.0,66.0,737270.0
USW00014836,2019-07-31,70.0,78.0,59.0,737271.0
USW00014836,2019-08-01,67.0,79.0,54.0,737272.0
USW00014836,2019-08-02,69.0,83.0,53.0,737273.0
USW00014836,2019-08-03,71.0,87.0,57.0,737274.0
USW00014836,2019-08-04,73.0,86.0,61.0,737275.0
USW00014836,2019-08-05,75.0,88.0,63.0,737276.0
USW00014836,2019-08-06,74.0,82.0,67.0,737277.0
USW00014836,2019-08-07,73.0,86.0,62.0,737278.0
USW00014836,2019-08-08,73.0,82.0,60.0,737279.0
USW00014836,2019-08-09,68.0,80.0,57.0,737280.0
USW00014836,2019-08-10,68.0,83.0,54.0,737281.0
USW00014836,2019-08-11,69.0,85.0,55.0,737282.0
USW00014836,2019-08-12,77.0,89.0,70.0,737283.0
USW00014836,2019-08-13,76.0,85.0,67.0,737284.0
USW00014836,2019-08-14,71.0,81.0,62.0,737285.0
USW00014836,2019-08-15,66.0,70.0,57.0,737286.0
USW00014836,2019-08-16,67.0,82.0,55.0,737287.0
USW00014836,2019-08-17,75.0,87.0,64.0,737288.0
USW00014836,2019-08-18,75.0,84.0,68.0,737289.0
USW00014836,2019-08-19,74.0,87.0,65.0,737290.0
USW00014836,2019-08-20,75.0,86.0,66.0,737291.0
USW00014836,2019-08-21,73.0,83.0,66.0,737292.0
USW00014836,2019-08-22,71.0,78.0,54.0,737293.0
USW00014836,2019-08-23,63.0,75.0,48.0,737294.0
USW00014836,2019-08-24,62.0,75.0,47.0,737295.0
USW00014836,2019-08-25,64.0,78.0,52.0,737296.0
USW00014836,2019-08-26,66.0,76.0,60.0,737297.0
USW00014836,2019-08-27,71.0,81.0,64.0,737298.0
USW00014836,2019-08-28,67.0,75.0,57.0,737299.0
USW00014836,2019-08-29,68.0,82.0,55.0,737300.0
USW00014836,2019-08-30,68.0,75.0,54.0,737301.0
USW00014836,2019-08-31,62.0,73.0,48.0,737302.0
USW00014836,2019-09-01,63.0,70.0,56.0,737303.0
USW00014836,2019-09-02,68.0,81.0,60.0,737304.0
USW00014836,2019-09-03,69.0,80.0,61.0,737305.0
USW00014836,2019-09-04,66.0,70.0,52.0,737306.0
USW00014836,2019-09-05,60.0,74.0,47.0,737307.0
USW00014836,2019-09-06,61.0,,57.0,737308.0
USW00014836,2019-09-07,64.0,73.0,,737309.0
USW00014836,2019-09-08,61.0,66.0,52.0,737310.0
USW00014836,2019-09-09,59.0,71.0,53.0,737311.0
USW00014836,2019-09-10,68.0,82.0,63.0,737312.0
USW00014836,2019-09-11,78.0,86.0,70.0,737313.0
USW00014836,2019-09-12,69.0,70.0,61.0,737314.0
USW00014836,2019-09-13,69.0,82.0,62.0,737315.0
USW00014836,2019-09-14,65.0,74.0,56.0,737316.0
USW00014836,2019-09-15,65.0,75.0,58.0,737317.0
USW00014836,2019-09-16,70.0,79.0,61.0,737318.0
USW00014836,2019-09-17,63.0,74.0,56.0,737319.0
USW00014836,2019-09-18,66.0,80.0,54.0,737320.0
USW00014836,2019-09-19,69.0,82.0,59.0,737321.0
USW00014836,2019-09-20,70.0,83.0,60.0,737322.0
USW00014836,2019-09-21,72.0,86.0,64.0,737323.0
USW00014836,2019-09-22,75.0,84.0,68.0,737324.0
USW00014836,2019-09-23,68.0,71.0,54.0,737325.0
USW00014836,2019-09-24,63.0,77.0,52.0,737326.0
USW00014836,2019-09-25,67.0,73.0,61.0,737327.0
USW00014836,2019-09-26,64.0,69.0,47.0,737328.0
USW00014836,2019-09-27,59.0,72.0,50.0,737329.0
USW00014836,2019-09-28,63.0,66.0,51.0,737330.0
USW00014836,2019-09-29,54.0,58.0,49.0,737331.0
USW00014836,2019-09-30,64.0,82.0,57.0,737332.0
USW00014836,2019-10-01,73.0,79.0,68.0,737333.0
USW00014836,2019-10-02,63.0,69.0,51.0,737334.0
USW00014836,2019-10-03,55.0,65.0,50.0,737335.0
USW00014836,2019-10-04,51.0,55.0,42.0,737336.0
USW00014836,2019-10-05,50.0,60.0,40.0,737337.0
USW00014836,2019-10-06,58.0,66.0,54.0,737338.0
USW00014836,2019-10-07,58.0,69.0,44.0,737339.0
USW00014836,2019-10-08,52.0,68.0,38.0,737340.0
USW00014836,2019-10-09,55.0,69.0,43.0,737341.0
USW00014836,2019-10-10,58.0,72.0,45.0,737342.0
USW00014836,2019-10-11,62.0,65.0,44.0,737343.0
USW00014836,2019-10-12,44.0,49.0,39.0,737344.0
USW00014836,2019-10-13,47.0,56.0,42.0,737345.0
USW00014836,2019-10-14,45.0,51.0,34.0,737346.0
USW00014836,2019-10-15,45.0,61.0,32.0,737347.0
USW00014836,2019-10-16,50.0,54.0,42.0,737348.0
USW00014836,2019-10-17,45.0,53.0,38.0,737349.0
USW00014836,2019-10-18,43.0,55.0,31.0,737350.0
USW00014836,2019-10-19,47.0,61.0,39.0,737351.0
USW00014836,2019-10-20,55.0,68.0,47.0,737352.0
USW00014836,2019-10-21,55.0,62.0,50.0,737353.0
USW00014836,2019-10-22,51.0,54.0,45.0,737354.0
USW00014836,2019-10-23,48.0,58.0,41.0,737355.0
USW00014836,2019-10-24,47.0,53.0,42.0,737356.0
USW00014836,2019-10-25,43.0,48.0,32.0,737357.0
USW00014836,2019-10-26,39.0,57.0,30.0,737358.0
USW00014836,2019-10-27,52.0,58.0,39.0,737359.0
USW00014836,2019-10-28,49.0,64.0,39.0,737360.0
USW00014836,2019-10-29,47.0,51.0,38.0,737361.0
USW00014836,2019-10-30,40.0,42.0,37.0,737362.0
USW00014836,2019-10-31,41.0,44.0,33.0,737363.0
USW00014836,2019-11-01,35.0,42.0,32.0,737364.0
USW00014836,2019-11-02,39.0,44.0,35.0,737365.0
USW00014836,2019-11-03,38.0,46.0,32.0,737366.0
USW00014836,2019-11-04,46.0,54.0,41.0,737367.0
USW00014836,2019-11-05,40.0,44.0,26.0,737368.0
USW00014836,2019-11-06,31.0,38.0,24.0,737369.0
USW00014836,2019-11-07,31.0,34.0,22.0,737370.0
USW00014836,2019-11-08,26.0,34.0,19.0,737371.0
USW00014836,2019-11-09,32.0,42.0,27.0,737372.0
USW00014836,2019-11-10,39.0,42.0,32.0,737373.0
USW00014836,2019-11-11,29.0,32.0,18.0,737374.0
USW00014836,2019-11-12,19.0,24.0,8.0,737375.0
USW00014836,2019-11-13,15.0,23.0,8.0,737376.0
USW00014836,2019-11-14,26.0,31.0,23.0,737377.0
USW00014836,2019-11-15,32.0,38.0,24.0,737378.0
USW00014836,2019-11-16,26.0,33.0,19.0,737379.0
USW00014836,2019-11-17,27.0,40.0,16.0,737380.0
USW00014836,2019-11-18,37.0,46.0,28.0,737381.0
USW00014836,2019-11-19,36.0,41.0,29.0,737382.0
USW00014836,2019-11-20,39.0,42.0,36.0,737383.0
USW00014836,2019-11-21,43.0,52.0,38.0,737384.0
USW00014836,2019-11-22,37.0,39.0,24.0,737385.0
USW00014836,2019-11-23,29.0,38.0,21.0,737386.0
USW00014836,2019-11-24,34.0,47.0,28.0,737387.0
USW00014836,2019-11-25,42.0,48.0,37.0,737388.0
USW00014836,2019-11-26,42.0,51.0,30.0,737389.0
USW00014836,2019-11-27,46.0,53.0,35.0,737390.0
USW00014836,2019-11-28,35.0,35.0,31.0,737391.0
USW00014836,2019-11-29,32.0,35.0,30.0,737392.0
USW00014836,2019-11-30,33.0,36.0,31.0,737393.0
USW00014836,2019-12-01,34.0,37.0,32.0,737394.0
USW00014836,2019-12-02,31.0,33.0,27.0,737395.0
USW00014836,2019-12-03,30.0,35.0,27.0,737396.0
USW00014836,2019-12-04,35.0,36.0,31.0,737397.0
USW00014836,2019-12-05,34.0,38.0,33.0,737398.0
USW00014836,2019-12-06,36.0,41.0,26.0,737399.0
USW00014836,2019-12-07,28.0,34.0,22.0,737400.0
USW00014836,2019-12-08,36.0,47.0,31.0,737401.0
USW00014836,2019-12-09,47.0,49.0,37.0,737402.0
USW00014836,2019-12-10,31.0,37.0,20.0,737403.0
USW00014836,2019-12-11,20.0,21.0,12.0,737404.0
USW00014836,2019-12-12,21.0,35.0,12.0,737405.0
USW00014836,2019-12-13,36.0,41.0,32.0,737406.0
USW00014836,2019-12-14,33.0,34.0,28.0,737407.0
USW00014836,2019-12-15,28.0,30.0,22.0,737408.0
USW00014836,2019-12-16,26.0,32.0,20.0,737409.0
USW00014836,2019-12-17,26.0,31.0,21.0,737410.0
USW00014836,2019-12-18,20.0,26.0,7.0,737411.0
USW00014836,2019-12-19,17.0,31.0,7.0,737412.0
USW00014836,2019-12-20,29.0,36.0,26.0,737413.0
USW00014836,2019-12-21,34.0,47.0,26.0,737414.0
USW00014836,2019-12-22,38.0,52.0,30.0,737415.0
USW00014836,2019-12-23,42.0,51.0,28.0,737416.0
USW00014836,2019-12-24,31.0,35.0,25.0,737417.0
USW00014836,2019-12-25,39.0,57.0,30.0,737418.0
USW00014836,2019-12-26,48.0,59.0,43.0,737419.0
USW00014836,2019-12-27,44.0,55.0,32.0,737420.0
USW00014836,2019-12-28,33.0,39.0,30.0,737421.0
USW00014836,2019-12-29,43.0,52.0,39.0,737422.0
USW00014836,2019-12-30,43.0,51.0,30.0,737423.0
USW00014836,2019-12-31,29.0,31.0,27.0,737424.0
