STATION,DATE,TAVG,TMAX,TMIN,datenumber
USW00014836,4/18/16,66,81,50,736072.0
USW00014836,4/19/16,54,62,43,736073.0
USW00014836,4/20/16,55,68,45,736074.0
USW00014836,4/21/16,56,62,48,736075.0
USW00014836,4/22/16,54,57,41,736076.0
USW00014836,4/23/16,47,58,34,736077.0
USW00014836,4/24/16,53,68,40,736078.0
USW00014836,4/25/16,60,79,46,736079.0
USW00014836,4/26/16,47,51,36,736080.0
USW00014836,4/27/16,44,60,33,736081.0
USW00014836,4/28/16,44,47,38,736082.0
USW00014836,4/29/16,44,51,40,736083.0
USW00014836,4/30/16,47,56,36,736084.0
USW00014836,5/1/16,47,51,43,736085.0
USW00014836,5/2/16,47,55,42,736086.0
USW00014836,5/3/16,53,66,36,736087.0
USW00014836,5/4/16,53,54,47,736088.0
USW00014836,5/5/16,52,67,45,736089.0
USW00014836,5/6/16,57,72,41,736090.0
USW00014836,5/7/16,62,72,47,736091.0
USW00014836,5/8/16,54,67,37,736092.0
USW00014836,5/9/16,54,67,37,736093.0
USW00014836,5/10/16,52,54,48,736094.0
USW00014836,5/11/16,56,68,49,736095.0
USW00014836,5/12/16,64,73,56,736096.0
USW00014836,5/13/16,58,64,50,736097.0
USW00014836,5/14/16,47,50,39,736098.0
USW00014836,5/15/16,40,48,33,736099.0
USW00014836,5/16/16,50,68,38,736100.0
USW00014836,5/17/16,56,64,45,736101.0
USW00014836,5/18/16,53,66,38,736102.0
USW00014836,5/19/16,56,71,40,736103.0
USW00014836,5/20/16,60,70,43,736104.0
USW00014836,5/21/16,62,74,51,736105.0
USW00014836,5/22/16,62,70,48,736106.0
USW00014836,5/23/16,61,78,42,736107.0
USW00014836,5/24/16,68,84,49,736108.0
USW00014836,5/25/16,74,85,64,736109.0
USW00014836,5/26/16,74,84,63,736110.0
USW00014836,5/27/16,74,85,63,736111.0
USW00014836,5/28/16,76,86,67,736112.0
USW00014836,5/29/16,75,84,64,736113.0
USW00014836,5/30/16,72,83,60,736114.0
USW00014836,5/31/16,70,83,53,736115.0
USW00014836,6/1/16,69,80,59,736116.0
USW00014836,6/2/16,71,80,57,736117.0
USW00014836,6/3/16,67,81,51,736118.0
USW00014836,6/4/16,70,83,57,736119.0
USW00014836,6/5/16,66,70,60,736120.0
USW00014836,6/6/16,66,80,55,736121.0
USW00014836,6/7/16,58,63,48,736122.0
USW00014836,6/8/16,56,69,45,736123.0
USW00014836,6/9/16,58,71,44,736124.0
USW00014836,6/10/16,69,86,54,736125.0
USW00014836,6/11/16,80,91,71,736126.0
USW00014836,6/12/16,71,81,56,736127.0
USW00014836,6/13/16,63,72,50,736128.0
USW00014836,6/14/16,65,76,60,736129.0
USW00014836,6/15/16,71,87,62,736130.0
USW00014836,6/16/16,69,71,62,736131.0
USW00014836,6/17/16,70,87,53,736132.0
USW00014836,6/18/16,74,90,56,736133.0
USW00014836,6/19/16,78,91,61,736134.0
USW00014836,6/20/16,80,90,65,736135.0
USW00014836,6/21/16,71,81,53,736136.0
USW00014836,6/22/16,71,84,54,736137.0
USW00014836,6/23/16,69,78,59,736138.0
USW00014836,6/24/16,70,85,53,736139.0
USW00014836,6/25/16,74,89,60,736140.0
USW00014836,6/26/16,78,87,70,736141.0
USW00014836,6/27/16,78,90,65,736142.0
USW00014836,6/28/16,65,70,52,736143.0
USW00014836,6/29/16,63,80,46,736144.0
USW00014836,6/30/16,67,82,51,736145.0
USW00014836,7/1/16,68,74,52,736146.0
USW00014836,7/2/16,63,79,49,736147.0
USW00014836,7/3/16,67,80,50,736148.0
USW00014836,7/4/16,69,83,51,736149.0
USW00014836,7/5/16,76,86,65,736150.0
USW00014836,7/6/16,76,88,67,736151.0
USW00014836,7/7/16,77,89,64,736152.0
USW00014836,7/8/16,76,90,66,736153.0
USW00014836,7/9/16,71,80,62,736154.0
USW00014836,7/10/16,71,83,56,736155.0
USW00014836,7/11/16,74,86,63,736156.0
USW00014836,7/12/16,80,92,68,736157.0
USW00014836,7/13/16,76,87,69,736158.0
USW00014836,7/14/16,77,85,69,736159.0
USW00014836,7/15/16,70,77,62,736160.0
USW00014836,7/16/16,66,77,56,736161.0
USW00014836,7/17/16,69,87,53,736162.0
USW00014836,7/18/16,78,86,66,736163.0
USW00014836,7/19/16,74,84,62,736164.0
USW00014836,7/20/16,76,91,62,736165.0
USW00014836,7/21/16,78,89,68,736166.0
USW00014836,7/22/16,81,91,73,736167.0
USW00014836,7/23/16,80,94,66,736168.0
USW00014836,7/24/16,78,87,70,736169.0
USW00014836,7/25/16,82,87,67,736170.0
USW00014836,7/26/16,75,87,61,736171.0
USW00014836,7/27/16,76,89,64,736172.0
USW00014836,7/28/16,73,86,63,736173.0
USW00014836,7/29/16,71,79,64,736174.0
USW00014836,7/30/16,68,71,63,736175.0
USW00014836,7/31/16,69,79,64,736176.0
USW00014836,8/1/16,71,84,59,736177.0
USW00014836,8/2/16,74,87,62,736178.0
USW00014836,8/3/16,78,92,64,736179.0
USW00014836,8/4/16,81,93,67,736180.0
USW00014836,8/5/16,80,90,66,736181.0
USW00014836,8/6/16,73,85,60,736182.0
USW00014836,8/7/16,72,83,59,736183.0
USW00014836,8/8/16,70,85,54,736184.0
USW00014836,8/9/16,73,90,57,736185.0
USW00014836,8/10/16,78,93,63,736186.0
USW00014836,8/11/16,81,94,69,736187.0
USW00014836,8/12/16,80,91,74,736188.0
USW00014836,8/13/16,77,86,70,736189.0
USW00014836,8/14/16,74,83,66,736190.0
USW00014836,8/15/16,73,82,63,736191.0
USW00014836,8/16/16,74,83,69,736192.0
USW00014836,8/17/16,74,84,66,736193.0
USW00014836,8/18/16,73,84,62,736194.0
USW00014836,8/19/16,75,82,68,736195.0
USW00014836,8/20/16,74,82,67,736196.0
USW00014836,8/21/16,68,73,59,736197.0
USW00014836,8/22/16,65,78,53,736198.0
USW00014836,8/23/16,69,80,57,736199.0
USW00014836,8/24/16,72,82,63,736200.0
USW00014836,8/25/16,76,83,63,736201.0
USW00014836,8/26/16,71,82,61,736202.0
USW00014836,8/27/16,69,78,62,736203.0
USW00014836,8/28/16,76,84,67,736204.0
USW00014836,8/29/16,72,85,61,736205.0
USW00014836,8/30/16,74,83,69,736206.0
USW00014836,8/31/16,72,77,61,736207.0
USW00014836,9/1/16,65,73,56,736208.0
USW00014836,9/2/16,63,74,51,736209.0
USW00014836,9/3/16,62,77,49,736210.0
USW00014836,9/4/16,65,79,50,736211.0
USW00014836,9/5/16,71,85,60,736212.0
USW00014836,9/6/16,80,90,73,736213.0
USW00014836,9/7/16,78,86,70,736214.0
USW00014836,9/8/16,76,80,67,736215.0
USW00014836,9/9/16,72,80,65,736216.0
USW00014836,9/10/16,70,73,58,736217.0
USW00014836,9/11/16,62,72,53,736218.0
USW00014836,9/12/16,64,76,54,736219.0
USW00014836,9/13/16,68,82,57,736220.0
USW00014836,9/14/16,66,73,56,736221.0
USW00014836,9/15/16,61,73,49,736222.0
USW00014836,9/16/16,65,79,53,736223.0
USW00014836,9/17/16,71,78,64,736224.0
USW00014836,9/18/16,67,78,57,736225.0
USW00014836,9/19/16,67,83,53,736226.0
USW00014836,9/20/16,72,82,57,736227.0
USW00014836,9/21/16,65,81,54,736228.0
USW00014836,9/22/16,71,83,61,736229.0
USW00014836,9/23/16,68,71,58,736230.0
USW00014836,9/24/16,60,69,51,736231.0
USW00014836,9/25/16,60,75,49,736232.0
USW00014836,9/26/16,63,68,51,736233.0
USW00014836,9/27/16,57,66,50,736234.0
USW00014836,9/28/16,56,66,48,736235.0
USW00014836,9/29/16,58,61,55,736236.0
USW00014836,9/30/16,59,61,58,736237.0
USW00014836,10/1/16,60,68,50,736238.0
USW00014836,10/2/16,57,69,50,736239.0
USW00014836,10/3/16,59,67,51,736240.0
USW00014836,10/4/16,60,74,49,736241.0
USW00014836,10/5/16,67,80,60,736242.0
USW00014836,10/6/16,67,79,56,736243.0
USW00014836,10/7/16,69,82,50,736244.0
USW00014836,10/8/16,52,58,41,736245.0
USW00014836,10/9/16,47,61,37,736246.0
USW00014836,10/10/16,49,64,37,736247.0
USW00014836,10/11/16,59,71,51,736248.0
USW00014836,10/12/16,61,73,50,736249.0
USW00014836,10/13/16,51,57,38,736250.0
USW00014836,10/14/16,46,62,34,736251.0
USW00014836,10/15/16,55,70,46,736252.0
USW00014836,10/16/16,65,68,62,736253.0
USW00014836,10/17/16,67,77,63,736254.0
USW00014836,10/18/16,73,77,51,736255.0
USW00014836,10/19/16,58,72,47,736256.0
USW00014836,10/20/16,56,56,49,736257.0
USW00014836,10/21/16,48,51,41,736258.0
USW00014836,10/22/16,45,55,35,736259.0
USW00014836,10/23/16,53,68,40,736260.0
USW00014836,10/24/16,51,55,36,736261.0
USW00014836,10/25/16,42,54,31,736262.0
USW00014836,10/26/16,38,40,34,736263.0
USW00014836,10/27/16,42,45,34,736264.0
USW00014836,10/28/16,44,58,31,736265.0
USW00014836,10/29/16,62,70,54,736266.0
USW00014836,10/30/16,51,54,37,736267.0
USW00014836,10/31/16,42,54,30,736268.0
USW00014836,11/1/16,59,77,48,736269.0
USW00014836,11/2/16,60,64,53,736270.0
USW00014836,11/3/16,54,58,45,736271.0
USW00014836,11/4/16,47,57,35,736272.0
USW00014836,11/5/16,51,67,40,736273.0
USW00014836,11/6/16,51,68,34,736274.0
USW00014836,11/7/16,53,67,39,736275.0
USW00014836,11/8/16,52,59,44,736276.0
USW00014836,11/9/16,48,56,40,736277.0
USW00014836,11/10/16,49,64,40,736278.0
USW00014836,11/11/16,49,54,31,736279.0
USW00014836,11/12/16,36,49,25,736280.0
USW00014836,11/13/16,44,57,35,736281.0
USW00014836,11/14/16,47,58,39,736282.0
USW00014836,11/15/16,48,60,36,736283.0
USW00014836,11/16/16,47,57,35,736284.0
USW00014836,11/17/16,48,65,35,736285.0
USW00014836,11/18/16,62,72,48,736286.0
USW00014836,11/19/16,43,48,31,736287.0
USW00014836,11/20/16,31,32,28,736288.0
USW00014836,11/21/16,30,38,24,736289.0
USW00014836,11/22/16,29,40,20,736290.0
USW00014836,11/23/16,33,38,25,736291.0
USW00014836,11/24/16,40,44,38,736292.0
USW00014836,11/25/16,39,41,37,736293.0
USW00014836,11/26/16,38,40,32,736294.0
USW00014836,11/27/16,36,46,30,736295.0
USW00014836,11/28/16,41,50,37,736296.0
USW00014836,11/29/16,51,58,47,736297.0
USW00014836,11/30/16,47,52,37,736298.0
USW00014836,12/1/16,38,42,35,736299.0
USW00014836,12/2/16,37,39,35,736300.0
USW00014836,12/3/16,35,37,35,736301.0
USW00014836,12/4/16,35,37,32,736302.0
USW00014836,12/5/16,35,39,27,736303.0
USW00014836,12/6/16,33,42,23,736304.0
USW00014836,12/7/16,34,38,30,736305.0
USW00014836,12/8/16,28,30,25,736306.0
USW00014836,12/9/16,27,30,23,736307.0
USW00014836,12/10/16,23,26,20,736308.0
USW00014836,12/11/16,24,30,22,736309.0
USW00014836,12/12/16,30,34,22,736310.0
USW00014836,12/13/16,23,27,9,736311.0
USW00014836,12/14/16,15,21,9,736312.0
USW00014836,12/15/16,10,17,3,736313.0
USW00014836,12/16/16,11,18,7,736314.0
USW00014836,12/17/16,19,26,16,736315.0
USW00014836,12/18/16,18,21,8,736316.0
USW00014836,12/19/16,12,14,8,736317.0
USW00014836,12/20/16,18,31,9,736318.0
USW00014836,12/21/16,26,33,20,736319.0
USW00014836,12/22/16,35,39,29,736320.0
USW00014836,12/23/16,31,36,27,736321.0
USW00014836,12/24/16,35,38,34,736322.0
USW00014836,12/25/16,35,36,33,736323.0
USW00014836,12/26/16,42,55,34,736324.0
USW00014836,12/27/16,32,34,27,736325.0
USW00014836,12/28/16,31,39,26,736326.0
USW00014836,12/29/16,36,38,29,736327.0
USW00014836,12/30/16,29,30,26,736328.0
USW00014836,12/31/16,34,43,28,736329.0
