STATION,NAME,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/23/16,7.61,,0,,0,0,69,78,59,,50,60,19.9,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/24/16,3.58,,0,,0,0,70,85,53,,80,90,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/25/16,6.71,,0,,0,0,74,89,60,,200,170,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/26/16,10.74,,0.01,,0,0,78,87,70,,270,270,21.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/27/16,11.86,,0,,0,0,78,90,65,,250,250,28,36.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/28/16,5.82,,0,,0,0,65,70,52,,290,320,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/29/16,3.8,,0,,0,0,63,80,46,,300,250,12.1,16.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/30/16,4.25,,0,,0,0,67,82,51,,220,260,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/1/16,8.28,,0.3,,0,0,68,74,52,,310,320,19.9,25.9,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/2/16,4.03,,0,,0,0,63,79,49,,290,310,13,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/3/16,4.25,,0,,0,0,67,80,50,,170,150,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/4/16,6.26,,0,,0,0,69,83,51,,160,150,16.1,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/5/16,7.83,,0,,0,0,76,86,65,,260,290,19.9,23.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/6/16,8.28,,0,,0,0,76,88,67,,270,250,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/7/16,4.7,,0.42,,0,0,77,89,64,,300,270,25.9,32,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/8/16,8.5,,0.73,,0,0,76,90,66,,280,270,48.1,63.1,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/9/16,8.5,,0,,0,0,71,80,62,,300,300,18.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/10/16,2.24,,0,,0,0,71,83,56,,300,270,12.1,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/11/16,6.04,,0,,0,0,74,86,63,,200,150,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/12/16,12.3,,0.27,,0,0,80,92,68,,300,300,36,48.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/13/16,9.17,,0.15,,0,0,76,87,69,,240,210,21.9,29.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/14/16,14.09,,0,,0,0,77,85,69,,240,260,28,35.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/15/16,8.5,,0,,0,0,70,77,62,,290,290,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/16/16,4.47,,0,,0,0,66,77,56,,290,270,10.1,14.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/17/16,12.3,,0,,0,0,69,87,53,,190,180,30,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/18/16,9.62,,0,,0,0,78,86,66,,230,220,23.9,34,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/19/16,5.59,,0,,0,0,74,84,62,,10,10,14.1,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/20/16,5.37,,0,,0,0,76,91,62,,180,170,12.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/21/16,10.07,,0.41,,0,0,78,89,68,,300,320,30,40,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/22/16,9.62,,0,,0,0,81,91,73,,240,270,18.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/23/16,3.58,,0,,0,0,80,94,66,,140,140,12.1,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/24/16,9.4,,0.88,,0,0,78,87,70,,220,220,25.1,32,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/25/16,8.95,,0,,0,0,82,87,67,,270,270,17,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/26/16,3.36,,0,,0,0,75,87,61,,280,310,12.1,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/27/16,4.92,,0,,0,0,76,89,64,,360,360,23.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/28/16,5.59,,0.04,,0,0,73,86,63,,350,350,21,29.1,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/29/16,8.05,,0,,0,0,71,79,64,,30,350,19.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/30/16,7.38,,0.15,,0,0,68,71,63,,50,40,14.1,18.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/31/16,4.92,,0,,0,0,69,79,64,,20,320,12.1,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/1/16,2.68,,0,,0,0,71,84,59,,30,10,8.9,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/2/16,2.91,,0,,0,0,74,87,62,,70,50,10.1,12.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/3/16,2.68,,0,,0,0,78,92,64,,170,170,12.1,14.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/4/16,5.82,,0,,0,0,81,93,67,,180,230,14.1,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/5/16,10.07,,0,,0,0,80,90,66,,310,300,18.1,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/6/16,5.37,,0,,0,0,73,85,60,,290,270,13,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/7/16,4.92,,0,,0,0,72,83,59,,10,310,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/8/16,4.47,,0,,0,0,70,85,54,,50,70,13,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/9/16,3.8,,0,,0,0,73,90,57,,220,250,15,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/10/16,2.68,,0,,0,0,78,93,63,,280,280,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/11/16,8.5,,0,,0,0,81,94,69,,250,250,21,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/12/16,6.04,,1.08,,0,0,80,91,74,,280,280,21,30,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/13/16,10.51,,0.88,,0,0,77,86,70,,260,250,21.9,27.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/14/16,3.58,,0,,0,0,74,83,66,,260,250,10.1,14.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/15/16,3.8,,1.34,,0,0,73,82,63,,150,140,15,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/16/16,9.17,,1.76,,0,0,74,83,69,,210,190,18.1,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/17/16,7.16,,0.2,,0,0,74,84,66,,320,330,25.1,31.1,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/18/16,4.7,,0,,0,0,73,84,62,,200,220,12.1,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/19/16,8.05,,0,,0,0,75,82,68,,240,250,17,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/20/16,10.07,,0.58,,0,0,74,82,67,,270,200,21.9,28,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/21/16,10.29,,0.09,,0,0,68,73,59,,290,310,23,31.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/22/16,4.47,,0,,0,0,65,78,53,,240,250,13,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/23/16,6.93,,0,,0,0,69,80,57,,220,200,17,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/24/16,10.07,,0,,0,0,72,82,63,,190,180,21,25.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/25/16,9.17,,0.1,,0,0,76,83,63,,270,250,16.1,21,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/26/16,4.03,,0,,0,0,71,82,61,,260,270,14.1,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/27/16,6.49,,0.38,,0,0,69,78,62,,320,310,21.9,28,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/28/16,4.92,,0,,0,0,76,84,67,,290,280,13,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/29/16,2.68,,0,,0,0,72,85,61,,110,100,10.1,14.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/30/16,5.59,,0.05,,0,0,74,83,69,,270,260,15,18.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/31/16,6.93,,0.17,,0,0,72,77,61,,50,20,14.1,19,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/1/16,8.05,,0,,0,0,65,73,56,,10,10,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/2/16,6.26,,0,,0,0,63,74,51,,60,40,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/3/16,2.46,,0,,0,0,62,77,49,,140,100,8.9,13,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/4/16,4.25,,0,,0,0,65,79,50,,210,130,13,16.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/5/16,7.61,,0,,0,0,71,85,60,,190,180,18.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/6/16,10.51,,0,,0,0,80,90,73,,210,240,19.9,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/7/16,5.37,,0.23,,0,0,78,86,70,,310,300,16.1,21,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/8/16,9.62,,0.27,,0,0,76,80,67,,260,280,23,28,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/9/16,3.36,,0.04,,0,0,72,80,65,,140,190,10.1,13,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/10/16,10.74,,0.22,,0,0,70,73,58,,260,270,32,38.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/11/16,4.25,,0,,0,0,62,72,53,,260,310,8.9,12.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/12/16,7.83,,0,,0,0,64,76,54,,190,170,16.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/13/16,7.38,,0,,0,0,68,82,57,,230,100,16.1,27.1,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/14/16,6.04,,0.03,,0,0,66,73,56,,360,360,14.1,17,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/15/16,3.8,,0,,0,0,61,73,49,,70,60,14.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/16/16,9.4,,0,,0,0,65,79,53,,150,180,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/17/16,8.5,,0.64,,0,0,71,78,64,,250,220,16.1,19.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/18/16,4.25,,0,,0,0,67,78,57,,280,290,14.1,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/19/16,6.26,,0,,0,0,67,83,53,,200,200,17,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/20/16,3.13,,0,,0,0,72,82,57,,310,310,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/21/16,4.03,,0.05,,0,0,65,81,54,,290,290,28,36,1,1,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/22/16,3.58,,0,,0,0,71,83,61,,220,220,13,15,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/23/16,7.61,,0,,0,0,68,71,58,,10,10,18.1,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/24/16,6.71,,0,,0,0,60,69,51,,60,60,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/25/16,8.72,,0,,0,0,60,75,49,,150,150,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/26/16,12.08,,0.18,,0,0,63,68,51,,250,250,29.1,35.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/27/16,12.3,,0,,0,0,57,66,50,,260,250,28,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/28/16,8.28,,0.02,,0,0,56,66,48,,60,50,18.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/29/16,12.3,,1.22,,0,0,58,61,55,,50,50,19.9,27.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/30/16,10.29,,0.45,,0,0,59,61,58,,20,40,17,21.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/1/16,6.93,,0.24,,0,0,60,68,50,,190,190,18.1,23.9,1,1,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/2/16,3.36,,0,,0,0,57,69,50,,320,260,8.1,12.1,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/3/16,3.8,,0,,0,0,59,67,51,,160,140,8.9,13,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/4/16,8.28,,0,,0,0,60,74,49,,120,150,17,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/5/16,9.84,,0.62,,0,0,67,80,60,,260,260,33.1,42.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/6/16,4.92,,0.01,,0,0,67,79,56,,180,180,15,18.1,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/7/16,12.3,,0,,0,0,69,82,50,,270,280,25.1,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/8/16,9.17,,0,,0,0,52,58,41,,270,270,23.9,29.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/9/16,2.46,,0,,0,0,47,61,37,,20,350,12.1,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/10/16,6.26,,0,,0,0,49,64,37,,150,150,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/11/16,9.4,,0,,0,0,59,71,51,,170,170,15,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/12/16,11.18,,0.44,,0,0,61,73,50,,240,240,30,44.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/13/16,6.26,,0,,0,0,51,57,38,,320,320,16.1,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/14/16,5.59,,0,,0,0,46,62,34,,150,160,14.1,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/15/16,12.08,,0,,0,0,55,70,46,,210,210,21,25.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/16/16,8.05,,1.01,,0,0,65,68,62,,210,210,23.9,30,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/17/16,12.3,,0,,0,0,67,77,63,,190,210,25.1,34,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/18/16,14.54,,0,,0,0,73,77,51,,260,210,28,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/19/16,3.36,,0.01,,0,0,58,72,47,,290,230,13,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/20/16,7.16,,0,,0,0,56,56,49,,360,360,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/21/16,8.72,,0,,0,0,48,51,41,,10,20,16.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/22/16,8.5,,0,,0,0,45,55,35,,290,290,19.9,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/23/16,6.93,,0,,0,0,53,68,40,,20,360,17,23.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/24/16,8.5,,0,,0,0,51,55,36,,300,320,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/25/16,2.68,,0,,0,0,42,54,31,,290,310,13,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/26/16,10.51,,0.62,,0,0,38,40,34,,100,110,23.9,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/27/16,6.49,,0.15,,0,0,42,45,34,,330,350,14.1,19,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/28/16,9.62,,0,,0,0,44,58,31,,200,210,21.9,28,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/29/16,12.75,,0,,0,0,62,70,54,,220,220,23,33.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/30/16,6.26,,0.1,,0,0,51,54,37,,360,350,14.1,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/31/16,7.61,,0,,0,0,42,54,30,,150,150,17,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/1/16,10.51,,0,,0,0,59,77,48,,250,160,21,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/2/16,4.7,,1.35,,0,0,60,64,53,,320,320,16.1,18.1,1,1,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/3/16,6.49,,0.2,,0,0,54,58,45,,350,350,16.1,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/4/16,5.82,,0,,0,0,47,57,35,,280,280,13,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/5/16,7.61,,0,,0,0,51,67,40,,280,260,16.1,19,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/6/16,2.91,,0,,0,0,51,68,34,,170,180,8.9,12.1,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/7/16,3.58,,0,,0,0,53,67,39,,180,180,14.1,17,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/8/16,10.29,,0,,0,0,52,59,44,,250,340,19.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/9/16,8.72,,0,,0,0,48,56,40,,360,20,18.1,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/10/16,14.76,,0,,0,0,49,64,40,,250,240,29.1,36.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/11/16,9.17,,0,,0,0,49,54,31,,30,10,21,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/12/16,7.16,,0,,0,0,36,49,25,,260,260,17,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/13/16,13.2,,0,,0,0,44,57,35,,230,220,21,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/14/16,8.28,,0,,0,0,47,58,39,,210,220,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/15/16,5.14,,0,,0,0,48,60,36,,280,290,17,23,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/16/16,3.8,,0,,0,0,47,57,35,,250,260,13,15,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/17/16,11.18,,0,,0,0,48,65,35,,160,180,21.9,27.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/18/16,13.87,,0.3,,0,0,62,72,48,,220,210,33.1,44.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/19/16,19.24,,0,,0,0,43,48,31,,310,310,29.1,38.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/20/16,14.76,,0,,0,0,31,32,28,,300,320,23.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/21/16,9.84,,0,,0,0,30,38,24,,320,320,19.9,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/22/16,3.36,,0,,0,0,29,40,20,,20,20,8.9,12.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/23/16,9.84,,0.5,,0,0,33,38,25,,110,120,17,23,1,,,1,,1,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/24/16,8.5,,0.05,,0,0,40,44,38,,270,260,16.1,21,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/25/16,9.4,,0.04,,0,0,39,41,37,,250,240,13,16.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/26/16,8.5,,0,,0,0,38,40,32,,260,260,17,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/27/16,6.93,,0,,0,0,36,46,30,,200,200,13,17,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/28/16,16.11,,0.49,,0,0,41,50,37,,160,160,30,40,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/29/16,13.42,,0.23,,0,0,51,58,47,,160,160,36,49,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/30/16,9.84,,0,,0,0,47,52,37,,250,250,23.9,30,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/1/16,12.75,,0.01,,0,0,38,42,35,,250,210,19.9,27.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/2/16,11.18,,0,,0,0,37,39,35,,310,290,21,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/3/16,6.26,,0,,0,0,35,37,35,,270,260,13,15,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/4/16,5.82,,0.36,,2.5,0,35,37,32,,140,140,15,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/5/16,8.5,,0,,0,2,35,39,27,,220,260,16.1,21.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/6/16,9.17,,0,,0,0,33,42,23,,250,260,23,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/7/16,17,,0,,0,0,34,38,30,,270,260,25.1,35.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/8/16,16.78,,0.04,,1,0,28,30,25,,260,250,25.9,34,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/9/16,10.29,,0.01,,0.2,1.2,27,30,23,,290,270,17,21.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/10/16,8.5,,0.04,,1.1,1.2,23,26,20,,260,260,17,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/11/16,10.29,,0.55,,7.4,3.9,24,30,22,,160,150,17,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/12/16,13.87,,0.04,,0,9.8,30,34,22,,260,260,25.9,33.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/13/16,10.74,,0.02,,0.2,9.1,23,27,9,,270,260,21.9,27.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/14/16,16.78,,0.05,,1.4,7.9,15,21,9,,280,290,30,38.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/15/16,11.41,,0,,0,7.1,10,17,3,,260,270,28,32,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/16/16,9.4,,0.2,,1.6,5.1,11,18,7,,140,140,17,19.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/17/16,4.03,,0.06,,0.6,7.1,19,26,16,,140,90,14.1,25.9,1,,,,,1,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/18/16,8.05,,0,,0,5.9,18,21,8,,340,340,16.1,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/19/16,11.41,,0,,0,5.1,12,14,8,,210,200,19.9,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/20/16,17.22,,0,,0,5.1,18,31,9,,240,210,33.1,42.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/21/16,9.62,,0,,0,5.1,26,33,20,,150,110,18.1,35.1,1,,,,,,1,
