STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,datenumber
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-07,7.83,,0.0,0.0,0.0,58.0,69.0,44.0,260.0,260.0,21.0,29.1,,,,,,,,,737339.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-08,2.24,,0.0,0.0,0.0,52.0,68.0,38.0,110.0,160.0,10.1,14.1,1.0,,,,,,,,737340.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-09,5.59,,0.0,0.0,0.0,55.0,69.0,43.0,100.0,130.0,14.1,23.9,1.0,,,,,,,,737341.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-10,9.4,,0.0,0.0,0.0,58.0,72.0,45.0,130.0,120.0,18.1,25.1,1.0,,,,,,,,737342.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-11,12.97,,1.05,0.0,0.0,62.0,65.0,44.0,260.0,280.0,28.0,35.1,1.0,,,,,,,,737343.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-12,13.65,,0.0,0.0,0.0,44.0,49.0,39.0,230.0,210.0,23.0,33.1,,,,,,,,,737344.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-13,14.32,,0.0,0.0,0.0,47.0,56.0,42.0,250.0,240.0,32.0,47.0,,,,,,,,,737345.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-14,6.93,,0.0,0.0,0.0,45.0,51.0,34.0,230.0,220.0,17.0,21.9,,,,,,,,,737346.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-15,8.5,,0.2,0.0,0.0,45.0,61.0,32.0,240.0,250.0,21.9,30.0,1.0,,1.0,,,,,,737347.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-16,16.11,,0.04,0.0,0.0,50.0,54.0,42.0,310.0,310.0,25.1,36.0,1.0,,,,,,1.0,,737348.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-17,9.4,,0.0,0.0,0.0,45.0,53.0,38.0,330.0,340.0,18.1,25.9,,,,,,,,,737349.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-18,2.91,,0.0,0.0,0.0,43.0,55.0,31.0,140.0,140.0,8.1,11.0,1.0,,,,,,,,737350.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-19,8.28,,0.0,0.0,0.0,47.0,61.0,39.0,150.0,140.0,16.1,23.0,,,,,,,,,737351.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-20,2.91,,0.0,0.0,0.0,55.0,68.0,47.0,310.0,270.0,10.1,14.1,1.0,,,,,,,,737352.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-21,13.42,,0.24,0.0,0.0,55.0,62.0,50.0,120.0,110.0,31.1,45.0,1.0,,,,,,,,737353.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-22,15.88,,0.06,0.0,0.0,51.0,54.0,45.0,220.0,200.0,29.1,46.1,,,,,,,,,737354.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-23,12.08,,0.01,0.0,0.0,48.0,58.0,41.0,260.0,260.0,29.1,38.0,,,,,,,,,737355.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-24,5.59,,0.0,0.0,0.0,47.0,53.0,42.0,330.0,320.0,16.1,23.9,,,,,,,,,737356.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-25,2.01,,0.0,0.0,0.0,43.0,48.0,32.0,310.0,310.0,10.1,13.0,1.0,,,,,,,,737357.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-26,7.38,,1.52,0.0,0.0,39.0,57.0,30.0,90.0,120.0,21.9,32.0,1.0,,,,,,,,737358.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-27,11.41,,0.16,0.0,0.0,52.0,58.0,39.0,210.0,210.0,29.1,40.0,1.0,,,,,,,,737359.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-28,3.8,,0.0,0.0,0.0,49.0,64.0,39.0,210.0,230.0,16.1,21.0,1.0,,,,,,,,737360.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-29,6.26,,0.01,0.0,0.0,47.0,51.0,38.0,330.0,340.0,15.0,21.9,1.0,,,,,,,,737361.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-30,6.26,,0.55,0.0,0.0,40.0,42.0,37.0,20.0,20.0,13.0,18.1,1.0,,,,,,,,737362.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-10-31,13.42,,1.02,0.8,0.0,41.0,44.0,33.0,280.0,300.0,23.9,38.9,1.0,,,,,,,,737363.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-01,10.74,,0.0,0.0,0.0,35.0,42.0,32.0,280.0,290.0,21.0,33.1,,,,,,,,,737364.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-02,11.41,,0.05,0.0,0.0,39.0,44.0,35.0,240.0,240.0,23.9,34.0,1.0,,,,,,,,737365.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-03,9.4,,0.0,0.0,0.0,38.0,46.0,32.0,210.0,180.0,18.1,25.9,,,,,,,,,737366.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-04,13.42,,0.01,0.0,0.0,46.0,54.0,41.0,220.0,210.0,23.0,31.1,,,,,,,,,737367.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-05,10.07,,0.0,0.0,0.0,40.0,44.0,26.0,260.0,260.0,25.1,33.1,,,,,,,,,737368.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-06,4.92,,0.02,0.0,0.0,31.0,38.0,24.0,350.0,340.0,15.0,23.0,1.0,,,,,1.0,,,737369.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-07,9.62,,0.0,0.0,0.0,31.0,34.0,22.0,290.0,280.0,18.1,25.1,1.0,,,,,,,,737370.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-08,6.26,,0.0,0.0,0.0,26.0,34.0,19.0,290.0,280.0,14.1,19.9,,,,,,,,,737371.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-09,10.96,,0.0,0.0,0.0,32.0,42.0,27.0,220.0,220.0,19.9,25.1,,,,,,,,,737372.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-10,6.71,,0.0,0.0,0.0,39.0,42.0,32.0,20.0,40.0,13.0,18.1,1.0,,,,,,1.0,,737373.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-11,10.07,,0.54,5.6,1.2,29.0,32.0,18.0,350.0,360.0,17.0,23.9,1.0,,,,,,1.0,,737374.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-12,7.83,,0.0,0.2,3.9,19.0,24.0,8.0,260.0,300.0,18.1,23.0,1.0,,,,,,1.0,,737375.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-13,10.29,,0.0,0.0,3.9,15.0,23.0,8.0,170.0,180.0,19.9,28.0,,,,,,,1.0,,737376.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-14,9.84,,0.02,0.2,3.1,26.0,31.0,23.0,260.0,250.0,23.0,29.1,1.0,,,,,,1.0,,737377.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-15,8.72,,0.0,0.0,3.1,32.0,38.0,24.0,260.0,250.0,21.9,29.1,,,,,,,1.0,,737378.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-16,6.04,,0.0,0.0,2.0,26.0,33.0,19.0,60.0,50.0,13.0,17.0,,,,,,,,,737379.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-17,4.47,,0.0,0.0,2.0,27.0,40.0,16.0,160.0,170.0,8.9,13.0,,,,,,,,,737380.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-18,1.57,,0.0,0.0,1.2,37.0,46.0,28.0,160.0,160.0,8.1,10.1,1.0,,,,,,1.0,,737381.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-19,1.12,,0.01,0.0,0.0,36.0,41.0,29.0,240.0,250.0,6.0,6.9,1.0,1.0,,,,,1.0,,737382.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-20,4.7,,0.0,0.0,0.0,39.0,42.0,36.0,160.0,160.0,10.1,13.0,1.0,,,,,,1.0,,737383.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-21,16.11,,0.29,0.0,0.0,43.0,52.0,38.0,260.0,240.0,33.1,46.1,1.0,,,,,,1.0,,737384.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-22,9.4,,0.0,0.0,0.0,37.0,39.0,24.0,320.0,320.0,21.0,29.1,,,,,,,,,737385.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-23,5.59,,0.0,0.0,0.0,29.0,38.0,21.0,230.0,240.0,14.1,19.0,1.0,,,,,,1.0,,737386.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-24,10.07,,0.01,0.0,0.0,34.0,47.0,28.0,250.0,230.0,21.0,27.1,1.0,,,,,,1.0,,737387.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-25,8.05,,0.0,0.0,0.0,42.0,48.0,37.0,220.0,220.0,13.0,19.0,,,,,,,,,737388.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-26,5.82,,0.44,0.0,0.0,42.0,51.0,30.0,100.0,100.0,15.0,23.0,1.0,1.0,1.0,,,,1.0,,737389.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-27,21.7,,0.45,0.0,0.0,46.0,53.0,35.0,250.0,250.0,36.9,57.0,1.0,,,,,,,,737390.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-28,8.28,,0.0,0.0,0.0,35.0,35.0,31.0,310.0,300.0,23.0,33.1,,,,,,,,,737391.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-29,4.03,,0.0,0.0,0.0,32.0,35.0,30.0,70.0,70.0,8.9,13.0,,,,,,,,,737392.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-11-30,11.63,,0.01,0.0,0.0,33.0,36.0,31.0,90.0,100.0,21.9,29.1,1.0,,,,,,,,737393.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-01,8.28,,0.89,0.4,0.0,34.0,37.0,32.0,100.0,90.0,25.9,38.0,1.0,1.0,1.0,,,,1.0,,737394.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-02,8.28,,0.0,0.0,0.0,31.0,33.0,27.0,350.0,360.0,16.1,25.1,1.0,,,,,,,,737395.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-03,9.62,,0.01,0.0,0.0,30.0,35.0,27.0,220.0,220.0,19.9,23.9,1.0,,,,,,1.0,,737396.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-04,12.75,,0.0,0.1,0.0,35.0,36.0,31.0,290.0,270.0,19.9,29.1,1.0,,,,,,1.0,,737397.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-05,6.71,,0.0,0.0,0.0,34.0,38.0,33.0,290.0,270.0,15.0,19.9,,,,,,,,,737398.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-06,9.4,,0.0,0.0,0.0,36.0,41.0,26.0,340.0,320.0,18.1,27.1,,,,,,,,,737399.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-07,7.38,,0.0,0.0,0.0,28.0,34.0,22.0,170.0,190.0,14.1,18.1,,,,,,,,,737400.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-08,11.63,,0.0,0.0,0.0,36.0,47.0,31.0,190.0,190.0,23.0,32.0,,,,,,,,,737401.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-09,12.3,,0.4,0.0,0.0,47.0,49.0,37.0,260.0,260.0,33.1,48.1,1.0,,,,,,,,737402.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-10,12.97,,0.03,0.6,0.0,31.0,37.0,20.0,270.0,270.0,30.0,40.0,1.0,,,,,,,,737403.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-11,,,0.0,0.0,1.2,20.0,21.0,12.0,,,,,,,,,,,,,737404.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-12,11.86,,0.0,0.0,0.0,21.0,35.0,12.0,170.0,180.0,21.9,32.0,,,,,,,,,737405.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-13,7.38,,0.0,0.0,0.0,36.0,41.0,32.0,190.0,180.0,17.0,23.0,,,,,,,,,737406.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-14,7.61,,0.0,0.0,0.0,33.0,34.0,28.0,270.0,300.0,21.0,29.1,1.0,,,,,1.0,1.0,,737407.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-15,8.95,,0.04,0.5,0.0,28.0,30.0,22.0,270.0,280.0,18.1,29.1,1.0,,,,,,1.0,,737408.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-16,1.34,,0.0,0.0,0.0,26.0,32.0,20.0,330.0,330.0,6.0,6.9,1.0,,,,,,1.0,,737409.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-17,9.17,,0.03,0.6,0.0,26.0,31.0,21.0,280.0,290.0,21.9,30.0,1.0,,,,,,,,737410.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-18,11.41,,0.03,0.7,1.2,20.0,26.0,7.0,290.0,280.0,21.9,31.1,1.0,,,,,,1.0,,737411.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-19,7.38,,0.0,0.0,1.2,17.0,31.0,7.0,210.0,200.0,21.9,29.1,,,,,,,,,737412.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-20,9.17,,0.0,0.0,0.0,29.0,36.0,26.0,150.0,150.0,18.1,23.9,,,,,,,1.0,,737413.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-21,7.61,,0.0,0.0,0.0,34.0,47.0,26.0,230.0,210.0,16.1,23.9,,,,,,,1.0,,737414.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-22,11.18,,0.0,0.0,0.0,38.0,52.0,30.0,230.0,220.0,21.0,27.1,,,,,,,,,737415.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-23,7.83,,0.0,0.0,0.0,42.0,51.0,28.0,230.0,220.0,15.0,19.9,1.0,,,,,,1.0,,737416.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-24,7.61,,0.0,0.0,0.0,31.0,35.0,25.0,150.0,150.0,15.0,19.0,1.0,1.0,,,,,1.0,,737417.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-25,5.59,,0.0,0.0,0.0,39.0,57.0,30.0,200.0,210.0,13.0,17.0,1.0,,,,,,1.0,,737418.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-26,8.5,,0.0,0.0,0.0,48.0,59.0,43.0,230.0,230.0,17.0,21.9,,,,,,,,,737419.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-27,11.63,,0.0,0.0,0.0,44.0,55.0,32.0,270.0,250.0,21.0,27.1,1.0,,,,,,1.0,,737420.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-28,6.93,,0.0,0.0,0.0,33.0,39.0,30.0,130.0,100.0,15.0,21.0,1.0,,,,,,1.0,,737421.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-29,10.51,,0.89,0.0,0.0,43.0,52.0,39.0,100.0,100.0,29.1,36.9,1.0,1.0,,,,,1.0,,737422.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-30,18.12,,1.41,0.0,0.0,43.0,51.0,30.0,250.0,260.0,36.0,47.0,1.0,,,,,,,,737423.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-12-31,16.11,,0.18,2.5,2.0,29.0,31.0,27.0,270.0,210.0,23.9,35.1,1.0,,,,,,,,737424.0
