STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,datenumber
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-01-29,16.11,,0.05,,,13.0,15.0,3.0,250.0,250.0,30.0,38.0,1.0,1.0,,,,,1.0,1.0,737088.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-01-30,16.55,,,,,-2.0,3.0,-14.0,240.0,240.0,30.0,38.0,1.0,1.0,,,,,1.0,1.0,737089.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-01-31,11.63,,0.0,,,-9.0,4.0,-14.0,250.0,230.0,23.9,27.1,,,,,,,1.0,,737090.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-01,4.7,,0.0,0.0,,2.0,15.0,-7.0,190.0,190.0,14.1,18.1,,,,,,,1.0,,737091.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-02,11.86,,0.0,0.0,,22.0,41.0,10.0,220.0,220.0,23.0,29.1,1.0,,,,,,1.0,,737092.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-03,12.3,,0.0,0.0,,42.0,48.0,38.0,210.0,210.0,17.0,23.0,1.0,,,,,,,,737093.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-04,11.63,,0.18,0.0,,48.0,51.0,39.0,270.0,270.0,23.9,29.1,1.0,,,,,,,,737094.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-05,10.07,,0.0,0.0,,35.0,39.0,29.0,270.0,270.0,21.0,25.9,1.0,,,,,,,,737095.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-06,6.93,,0.64,0.7,0.0,31.0,32.0,29.0,110.0,110.0,19.9,25.9,1.0,,,1.0,,1.0,,,737096.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-07,12.53,,0.19,0.0,0.0,33.0,51.0,28.0,270.0,270.0,40.0,51.0,1.0,1.0,,,,1.0,,,737097.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-08,21.47,,0.04,1.1,0.0,21.0,28.0,13.0,240.0,260.0,38.0,48.1,1.0,1.0,,,,,1.0,1.0,737098.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-09,4.7,,0.0,0.0,1.2,13.0,22.0,4.0,280.0,290.0,18.1,21.9,,,,,,,,,737099.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-10,7.61,,0.08,1.5,1.2,20.0,26.0,15.0,130.0,130.0,15.0,18.1,,,,,,,,,737100.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-11,10.74,,0.01,0.2,2.0,24.0,29.0,22.0,80.0,80.0,18.1,23.0,,,,,,,,,737101.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-12,13.42,,0.59,4.8,3.9,28.0,34.0,25.0,260.0,250.0,36.0,42.9,,,,,,1.0,,,737102.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-13,19.01,,0.08,2.5,7.9,26.0,27.0,18.0,270.0,270.0,32.0,40.9,1.0,,,,,,,1.0,737103.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-14,10.07,,0.0,0.0,5.1,28.0,42.0,19.0,150.0,190.0,16.1,19.9,,,,,,,1.0,,737104.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-15,18.79,,0.0,0.0,5.1,29.0,40.0,17.0,270.0,270.0,31.1,38.0,1.0,,,,,,1.0,,737105.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-16,6.04,,0.0,0.0,5.1,22.0,27.0,15.0,30.0,350.0,12.1,15.0,,,,,,,,,737106.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-17,10.07,,0.11,1.0,5.1,21.0,23.0,13.0,100.0,100.0,18.1,21.9,1.0,1.0,,,,,,,737107.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-18,6.26,,0.05,1.9,7.1,21.0,25.0,9.0,20.0,20.0,14.1,17.0,1.0,,,,,,,,737108.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-19,2.24,,0.0,0.0,3.9,14.0,29.0,0.0,140.0,340.0,8.9,13.0,1.0,,,,,,,,737109.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-20,13.65,,0.03,0.0,3.9,24.0,37.0,17.0,250.0,260.0,29.1,38.0,1.0,,,,,1.0,,,737110.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-21,16.11,,0.0,0.0,3.1,34.0,36.0,24.0,260.0,260.0,31.1,36.9,,,,,,,,,737111.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-22,2.91,,0.0,0.0,1.2,26.0,38.0,14.0,150.0,140.0,10.1,14.1,1.0,,,,,,1.0,,737112.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-23,10.29,,0.08,0.0,1.2,32.0,40.0,25.0,130.0,150.0,18.1,23.9,1.0,,,,,,1.0,,737113.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-24,23.94,,0.33,1.6,1.2,37.0,47.0,22.0,260.0,270.0,40.9,55.9,1.0,1.0,,,,,1.0,,737114.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-25,18.12,,0.04,0.8,3.1,19.0,22.0,13.0,290.0,280.0,33.1,44.1,1.0,,,,,,1.0,,737115.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-26,5.37,,0.04,0.8,2.0,15.0,20.0,12.0,80.0,70.0,12.1,14.1,,,,,,,,,737116.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-27,5.37,,0.23,2.2,3.9,18.0,22.0,16.0,300.0,90.0,13.0,16.1,,,,,,,,,737117.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-02-28,2.91,,0.0,0.0,3.9,21.0,29.0,12.0,250.0,250.0,13.0,14.1,,,,,,,,,737118.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-01,1.12,,0.0,0.0,3.1,22.0,35.0,9.0,30.0,360.0,6.9,8.9,1.0,,,,,,1.0,,737119.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-02,5.14,,0.02,,2.0,29.0,31.0,20.0,300.0,310.0,15.0,19.9,1.0,,,,,,1.0,,737120.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-03,6.71,,0.0,0.0,2.0,20.0,25.0,8.0,300.0,320.0,16.1,19.0,,,,,,,,,737121.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-04,11.86,,0.01,,1.2,11.0,14.0,7.0,260.0,250.0,25.1,31.1,1.0,,,,,,1.0,,737122.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-05,13.87,,0.03,0.3,1.2,11.0,18.0,8.0,270.0,270.0,25.1,35.1,1.0,,,,,,1.0,,737123.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-06,9.17,,0.0,0.0,2.0,13.0,21.0,4.0,250.0,250.0,21.9,25.9,1.0,,,,,,1.0,,737124.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-07,4.7,,0.0,0.3,2.0,20.0,25.0,11.0,270.0,330.0,12.1,16.1,1.0,,,,,,,,737125.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-08,2.01,,0.0,0.0,2.0,22.0,39.0,8.0,160.0,180.0,10.1,12.1,1.0,,,,,,,,737126.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-09,13.42,,0.37,0.0,1.2,29.0,39.0,19.0,110.0,100.0,28.0,38.0,1.0,,,,,1.0,1.0,,737127.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-10,22.82,,0.04,0.0,1.2,37.0,44.0,33.0,250.0,250.0,36.0,48.1,1.0,,,,,,,,737128.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-11,15.21,,0.0,0.0,0.0,32.0,35.0,25.0,260.0,260.0,25.1,31.1,,,,,,,,,737129.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-12,6.49,,0.0,0.0,0.0,31.0,46.0,20.0,240.0,240.0,14.1,17.0,,,,,,,,,737130.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-13,10.07,,0.1,0.0,0.0,40.0,53.0,36.0,170.0,150.0,16.1,21.9,1.0,,,,,,,,737131.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-14,17.9,,0.45,0.0,0.0,52.0,62.0,42.0,160.0,150.0,31.1,40.9,1.0,,1.0,,,,,,737132.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-15,17.22,,0.05,0.0,0.0,41.0,42.0,31.0,240.0,240.0,29.1,38.0,1.0,,,,,,,,737133.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-16,10.96,,0.0,0.0,0.0,32.0,36.0,23.0,280.0,270.0,23.0,29.1,,,,,,,,,737134.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-17,3.8,,0.0,0.0,0.0,27.0,38.0,17.0,200.0,190.0,13.0,16.1,1.0,,,,,,1.0,,737135.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-18,6.04,,0.0,0.0,0.0,32.0,42.0,22.0,260.0,270.0,14.1,19.0,1.0,,,,,,,,737136.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-19,5.37,,0.0,0.0,0.0,35.0,49.0,23.0,260.0,210.0,19.9,28.0,1.0,,,,,,,,737137.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-20,7.61,,0.47,0.0,0.0,36.0,44.0,31.0,210.0,220.0,21.9,27.1,1.0,,,,,,,,737138.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-21,6.26,,0.0,0.0,0.0,36.0,40.0,33.0,270.0,270.0,18.1,23.9,1.0,1.0,,,,,1.0,,737139.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-22,12.75,,0.0,0.0,0.0,37.0,43.0,27.0,310.0,310.0,23.9,32.0,1.0,,,,,,,,737140.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-23,5.59,,0.0,0.0,0.0,32.0,47.0,20.0,290.0,300.0,14.1,19.9,,,,,,,,,737141.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-24,9.17,,0.0,0.0,0.0,42.0,58.0,30.0,30.0,40.0,21.9,27.1,,,,,,,,,737142.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-25,9.4,,0.0,0.0,0.0,36.0,44.0,28.0,50.0,50.0,18.1,21.9,,,,,,,,,737143.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-26,3.8,,0.0,0.0,0.0,33.0,46.0,22.0,50.0,20.0,8.9,15.0,,,,,,,,,737144.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-27,10.74,,0.0,0.0,0.0,39.0,54.0,27.0,200.0,210.0,18.1,23.0,,,,,,,,,737145.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-28,12.97,,0.0,0.0,0.0,53.0,67.0,43.0,250.0,260.0,21.9,30.0,,,,,,,,,737146.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-29,7.61,,0.01,0.0,0.0,46.0,55.0,36.0,170.0,160.0,16.1,19.0,,,,,,,,,737147.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-30,10.51,,0.41,0.0,0.0,40.0,41.0,26.0,350.0,340.0,21.9,29.1,,,,,,,,,737148.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-03-31,13.2,,0.0,0.0,0.0,28.0,34.0,21.0,280.0,290.0,23.9,32.0,,,,,,,,,737149.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-01,9.84,,0.0,0.0,0.0,31.0,45.0,20.0,200.0,200.0,21.9,28.0,,,,,,,,,737150.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-02,14.99,,0.0,0.0,0.0,43.0,58.0,36.0,240.0,240.0,28.0,34.0,,,,,,,,,737151.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-03,13.2,,0.0,0.0,0.0,43.0,51.0,37.0,300.0,270.0,29.1,42.9,,,,,,,,,737152.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-04,9.62,,0.01,0.0,0.0,40.0,47.0,33.0,100.0,90.0,18.1,23.0,,,,,,,,,737153.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-05,3.8,,0.08,0.0,0.0,39.0,52.0,33.0,320.0,80.0,8.9,12.1,1.0,,,,,,,,737154.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-06,2.91,,0.0,0.0,0.0,49.0,66.0,34.0,220.0,220.0,14.1,17.0,1.0,1.0,,,,,,,737155.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-07,10.07,,0.09,0.0,0.0,57.0,72.0,47.0,170.0,170.0,21.9,27.1,1.0,,,,,,,,737156.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-08,12.75,,0.0,0.0,0.0,61.0,69.0,54.0,260.0,270.0,25.9,34.0,1.0,,,,,,,,737157.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-09,14.99,,0.0,0.0,0.0,54.0,62.0,42.0,300.0,260.0,29.1,36.0,,,,,,,,,737158.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-10,10.51,,0.12,0.5,0.0,41.0,43.0,31.0,110.0,110.0,19.9,25.1,1.0,,,,,,,,737159.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-11,16.55,,0.05,0.1,1.2,37.0,49.0,30.0,100.0,100.0,28.0,33.1,1.0,,,,,,,,737160.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-12,15.21,,0.24,0.0,0.0,48.0,59.0,40.0,220.0,230.0,33.1,45.0,1.0,,,,,,,,737161.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-13,13.65,,0.0,0.0,0.0,44.0,52.0,34.0,270.0,260.0,29.1,35.1,,,,,,,,,737162.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-14,13.42,,0.74,0.9,0.0,35.0,37.0,31.0,30.0,30.0,25.1,32.0,1.0,,,,,,,,737163.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-15,10.96,,0.01,0.1,1.2,38.0,50.0,32.0,270.0,260.0,21.9,30.0,,,,,,,,,737164.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-16,7.38,,0.13,0.0,0.0,46.0,64.0,38.0,30.0,40.0,14.1,18.1,1.0,,,,,,,,737165.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-17,12.75,,0.01,0.0,0.0,49.0,61.0,42.0,160.0,150.0,23.0,30.0,1.0,,1.0,,,,1.0,,737166.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-18,13.65,,0.64,0.0,0.0,58.0,66.0,41.0,220.0,200.0,29.1,36.9,1.0,,1.0,,,,,,737167.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-19,13.65,,0.1,0.0,0.0,41.0,42.0,39.0,30.0,20.0,23.9,30.0,1.0,,,,,,,,737168.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-20,13.2,,0.01,0.0,0.0,43.0,54.0,36.0,40.0,40.0,23.0,32.0,,,,,,,,,737169.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-21,5.14,,0.0,0.0,0.0,48.0,71.0,31.0,180.0,230.0,12.1,14.1,1.0,,,,,,,,737170.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-22,12.08,,0.0,0.0,0.0,62.0,76.0,50.0,180.0,210.0,21.9,29.1,,,,,,,,,737171.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-23,14.09,,0.03,0.0,0.0,58.0,66.0,43.0,260.0,170.0,25.9,34.0,1.0,,,,,,,,737172.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-24,3.36,,0.0,0.0,0.0,49.0,62.0,36.0,350.0,360.0,10.1,14.1,,,,,,,,,737173.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-25,5.37,,0.0,0.0,0.0,56.0,65.0,51.0,160.0,160.0,12.1,16.1,,,,,,,,,737174.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-26,14.32,,0.02,0.0,0.0,56.0,62.0,41.0,290.0,330.0,31.1,40.0,,,,,,,,,737175.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-27,7.83,,0.16,0.0,0.0,43.0,51.0,33.0,310.0,320.0,19.9,29.1,1.0,,,,,,,,737176.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-28,8.05,,0.0,0.0,0.0,43.0,56.0,34.0,130.0,150.0,16.1,21.0,,,,,,,,,737177.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-29,9.4,,0.71,0.0,0.0,43.0,44.0,40.0,110.0,110.0,18.1,25.1,1.0,,,,,,,,737178.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-04-30,8.72,,0.35,0.0,0.0,43.0,49.0,40.0,110.0,100.0,17.0,23.0,1.0,,,,,,,,737179.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-01,10.51,,0.58,0.0,0.0,51.0,63.0,44.0,230.0,230.0,29.1,36.9,1.0,,,,,,,,737180.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-02,5.82,,0.09,0.0,0.0,49.0,57.0,43.0,20.0,30.0,12.1,14.1,1.0,,,,,,1.0,,737181.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-03,8.72,,0.02,0.0,0.0,46.0,51.0,43.0,130.0,40.0,14.1,17.0,1.0,,,,,,,,737182.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-04,3.8,,0.0,0.0,0.0,51.0,64.0,44.0,110.0,100.0,12.1,15.0,,,,,,,,,737183.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-05,4.25,,0.0,0.0,0.0,57.0,71.0,43.0,260.0,250.0,16.1,19.9,1.0,,,,,,,,737184.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-06,6.26,,0.04,0.0,0.0,59.0,72.0,48.0,280.0,280.0,21.0,23.9,,,,,,,,,737185.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-07,7.16,,0.28,0.0,0.0,48.0,56.0,40.0,30.0,30.0,16.1,19.0,1.0,,,,,,,,737186.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-08,13.65,,0.0,0.0,0.0,47.0,58.0,36.0,110.0,80.0,23.0,29.1,,,,,,,,,737187.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-09,12.53,,0.28,0.0,0.0,60.0,74.0,50.0,240.0,230.0,23.9,31.1,1.0,,,,,,,,737188.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-10,10.51,,0.0,0.0,0.0,52.0,57.0,41.0,280.0,300.0,19.9,23.9,1.0,,,,,,,,737189.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-11,6.49,,0.02,0.0,0.0,46.0,52.0,36.0,20.0,70.0,16.1,21.9,,,,,,,,,737190.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-12,9.17,,0.01,0.0,0.0,46.0,53.0,40.0,50.0,40.0,16.1,19.9,1.0,,,,,,,,737191.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-13,7.16,,0.0,0.0,0.0,48.0,57.0,40.0,30.0,10.0,16.1,21.0,,,,,,,,,737192.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-14,5.82,,0.0,0.0,0.0,51.0,69.0,36.0,270.0,270.0,15.0,19.9,,,,,,,,,737193.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-15,9.4,,0.0,0.0,0.0,60.0,74.0,45.0,260.0,290.0,23.9,32.0,,,,,,,1.0,,737194.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-16,8.95,,0.0,0.0,0.0,61.0,76.0,45.0,220.0,190.0,25.1,35.1,,,,,,,,,737195.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-17,5.37,,0.0,0.0,0.0,63.0,70.0,53.0,140.0,130.0,15.0,19.0,1.0,,,,,,,,737196.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-18,9.62,,0.42,0.0,0.0,60.0,76.0,47.0,160.0,150.0,17.0,21.9,1.0,,,,,,,,737197.0
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2019-05-19,10.96,,0.12,0.0,0.0,67.0,75.0,57.0,230.0,200.0,28.0,36.9,1.0,,1.0,,,,,,737198.0
