STATION,DATE,TAVG,TMAX,TMIN,datenumber
USW00014836,8/28/15,62,76,49,735838.0
USW00014836,8/29/15,65,69,62,735839.0
USW00014836,8/30/15,70,79,64,735840.0
USW00014836,8/31/15,69,81,61,735841.0
USW00014836,9/1/15,74,87,63,735842.0
USW00014836,9/2/15,78,89,70,735843.0
USW00014836,9/3/15,74,81,67,735844.0
USW00014836,9/4/15,71,79,67,735845.0
USW00014836,9/5/15,71,80,63,735846.0
USW00014836,9/6/15,76,88,66,735847.0
USW00014836,9/7/15,78,89,69,735848.0
USW00014836,9/8/15,75,85,70,735849.0
USW00014836,9/9/15,70,75,56,735850.0
USW00014836,9/10/15,63,76,52,735851.0
USW00014836,9/11/15,60,65,54,735852.0
USW00014836,9/12/15,54,62,46,735853.0
USW00014836,9/13/15,54,69,42,735854.0
USW00014836,9/14/15,61,76,50,735855.0
USW00014836,9/15/15,69,83,60,735856.0
USW00014836,9/16/15,69,81,57,735857.0
USW00014836,9/17/15,69,83,58,735858.0
USW00014836,9/18/15,70,76,63,735859.0
USW00014836,9/19/15,67,70,50,735860.0
USW00014836,9/20/15,56,68,45,735861.0
USW00014836,9/21/15,58,73,46,735862.0
USW00014836,9/22/15,60,77,45,735863.0
USW00014836,9/23/15,62,77,49,735864.0
USW00014836,9/24/15,63,78,51,735865.0
USW00014836,9/25/15,64,77,54,735866.0
USW00014836,9/26/15,64,75,54,735867.0
USW00014836,9/27/15,67,75,61,735868.0
USW00014836,9/28/15,70,79,65,735869.0
USW00014836,9/29/15,66,70,49,735870.0
USW00014836,9/30/15,53,62,44,735871.0
USW00014836,10/1/15,50,60,42,735872.0
USW00014836,10/2/15,50,60,44,735873.0
USW00014836,10/3/15,47,50,45,735874.0
USW00014836,10/4/15,49,56,46,735875.0
USW00014836,10/5/15,56,63,53,735876.0
USW00014836,10/6/15,58,61,53,735877.0
USW00014836,10/7/15,58,71,47,735878.0
USW00014836,10/8/15,58,75,45,735879.0
USW00014836,10/9/15,60,64,42,735880.0
USW00014836,10/10/15,50,64,38,735881.0
USW00014836,10/11/15,59,75,50,735882.0
USW00014836,10/12/15,64,71,55,735883.0
USW00014836,10/13/15,54,55,49,735884.0
USW00014836,10/14/15,51,56,43,735885.0
USW00014836,10/15/15,51,60,41,735886.0
USW00014836,10/16/15,45,51,34,735887.0
USW00014836,10/17/15,39,47,29,735888.0
USW00014836,10/18/15,39,52,29,735889.0
USW00014836,10/19/15,48,68,36,735890.0
USW00014836,10/20/15,62,74,55,735891.0
USW00014836,10/21/15,60,71,53,735892.0
USW00014836,10/22/15,59,64,44,735893.0
USW00014836,10/23/15,47,59,36,735894.0
USW00014836,10/24/15,58,70,50,735895.0
USW00014836,10/25/15,52,60,40,735896.0
USW00014836,10/26/15,46,60,32,735897.0
USW00014836,10/27/15,49,61,39,735898.0
USW00014836,10/28/15,54,60,44,735899.0
USW00014836,10/29/15,43,44,37,735900.0
USW00014836,10/30/15,44,51,39,735901.0
USW00014836,10/31/15,45,50,43,735902.0
USW00014836,11/1/15,51,59,39,735903.0
USW00014836,11/2/15,53,73,38,735904.0
USW00014836,11/3/15,60,77,45,735905.0
USW00014836,11/4/15,60,76,47,735906.0
USW00014836,11/5/15,64,73,56,735907.0
USW00014836,11/6/15,59,66,46,735908.0
USW00014836,11/7/15,46,52,32,735909.0
USW00014836,11/8/15,39,51,27,735910.0
USW00014836,11/9/15,42,55,30,735911.0
USW00014836,11/10/15,44,52,37,735912.0
USW00014836,11/11/15,44,61,29,735913.0
USW00014836,11/12/15,49,53,42,735914.0
USW00014836,11/13/15,42,43,35,735915.0
USW00014836,11/14/15,40,51,30,735916.0
USW00014836,11/15/15,51,64,43,735917.0
USW00014836,11/16/15,51,64,38,735918.0
USW00014836,11/17/15,53,63,46,735919.0
USW00014836,11/18/15,59,62,55,735920.0
USW00014836,11/19/15,51,55,40,735921.0
USW00014836,11/20/15,38,44,31,735922.0
USW00014836,11/21/15,33,36,26,735923.0
USW00014836,11/22/15,27,31,21,735924.0
USW00014836,11/23/15,26,32,21,735925.0
USW00014836,11/24/15,31,41,24,735926.0
USW00014836,11/25/15,39,50,32,735927.0
USW00014836,11/26/15,51,59,46,735928.0
USW00014836,11/27/15,51,60,32,735929.0
USW00014836,11/28/15,32,35,23,735930.0
USW00014836,11/29/15,27,39,18,735931.0
USW00014836,11/30/15,31,44,22,735932.0
USW00014836,12/1/15,41,47,31,735933.0
USW00014836,12/2/15,34,42,27,735934.0
USW00014836,12/3/15,36,44,30,735935.0
USW00014836,12/4/15,41,50,31,735936.0
USW00014836,12/5/15,35,44,28,735937.0
USW00014836,12/6/15,35,50,27,735938.0
USW00014836,12/7/15,32,37,26,735939.0
USW00014836,12/8/15,37,45,34,735940.0
USW00014836,12/9/15,44,49,36,735941.0
USW00014836,12/10/15,45,58,38,735942.0
USW00014836,12/11/15,49,51,37,735943.0
USW00014836,12/12/15,46,56,39,735944.0
USW00014836,12/13/15,54,63,47,735945.0
USW00014836,12/14/15,57,60,46,735946.0
USW00014836,12/15/15,43,46,38,735947.0
USW00014836,12/16/15,41,50,39,735948.0
USW00014836,12/17/15,38,41,31,735949.0
USW00014836,12/18/15,31,33,22,735950.0
USW00014836,12/19/15,26,30,22,735951.0
USW00014836,12/20/15,31,44,22,735952.0
USW00014836,12/21/15,44,49,40,735953.0
USW00014836,12/22/15,47,49,34,735954.0
USW00014836,12/23/15,47,60,39,735955.0
USW00014836,12/24/15,48,59,39,735956.0
USW00014836,12/25/15,40,47,27,735957.0
USW00014836,12/26/15,33,40,26,735958.0
USW00014836,12/27/15,37,39,30,735959.0
USW00014836,12/28/15,29,32,25,735960.0
USW00014836,12/29/15,34,40,32,735961.0
USW00014836,12/30/15,33,33,31,735962.0
USW00014836,12/31/15,31,31,28,735963.0
