"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-10","10.51",,"0.00","0.0","0.0","52","57","41","  280","  300","19.9","23.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-11","6.49",,"0.02","0.0","0.0","46","52","36","   20","   70","16.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-12","9.17",,"0.01","0.0","0.0","46","53","40","   50","   40","16.1","19.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-13","7.16",,"0.00","0.0","0.0","48","57","40","   30","   10","16.1","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-14","5.82",,"0.00","0.0","0.0","51","69","36","  270","  270","15.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-15","9.40",,"0.00","0.0","0.0","60","74","45","  260","  290","23.9","32.0",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-16","8.95",,"0.00","0.0","0.0","61","76","45","  220","  190","25.1","35.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-17","5.37",,"0.00","0.0","0.0","63","70","53","  140","  130","15.0","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-18","9.62",,"0.42","0.0","0.0","60","76","47","  160","  150","17.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-19","10.96",,"0.12","0.0","0.0","67","75","57","  230","  200","28.0","36.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-20","12.08",,"0.00","0.0","0.0","53","58","41","  260","  270","23.0","28.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-21","6.49",,"0.00","0.0","0.0","49","62","37","  110","   90","15.0","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-22","11.86",,"0.24","0.0","0.0","58","73","50","  140","  120","21.9","33.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-23","15.21",,"0.04","0.0","0.0","68","74","54","  280","  270","32.0","40.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-24","4.47",,"0.14","0.0","0.0","57","63","49","  150","  140","16.1","19.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-25","12.08",,"0.09","0.0","0.0","68","81","55","  270","  250","25.1","33.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-26","4.47",,"0.00","0.0","0.0","67","73","54","   50","   60","15.0","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-27","8.28",,"0.01","0.0","0.0","63","74","51","  140","  150","19.9","23.9","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-28","6.71",,"0.07","0.0","0.0","61","66","53","   50","  320","13.0","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-29","5.37",,"0.11","0.0","0.0","57","67","52","   40","   40","23.9","30.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-30","5.14",,"0.05","0.0","0.0","61","68","54","  300","  300","17.0","23.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-05-31","8.28",,"0.00","0.0","0.0","64","80","49","  220","  210","21.0","27.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-01","7.61",,"1.92","0.0","0.0","67","71","60","  250","  250","35.1","42.9","    1",,"    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-02","8.72",,"0.04","0.0","0.0","62","70","48","  280","  290","21.9","27.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-03","5.59",,"0.00","0.0","0.0","54","67","42","  290","  290","15.0","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-04","8.95",,"0.00","0.0","0.0","62","75","47","  250","  240","23.0","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-05","8.95",,"0.25","0.0","0.0","70","80","59","  230","  230","23.0","30.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-06","3.58",,"0.00","0.0","0.0","64","76","57","   30","   40","8.9","11.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-07","6.26",,"0.00","0.0","0.0","69","81","55","   50","   50","17.0","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-08","9.84",,"0.00","0.0","0.0","68","81","54","  100","  120","21.0","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-09","6.26",,"0.62","0.0","0.0","67","70","60","  140","  150","15.0","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-10","10.96",,"1.23","0.0","0.0","65","68","53","  300","  320","23.9","30.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-11","5.37",,"0.00","0.0","0.0","62","78","48","  270","  280","17.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-12","9.62",,"0.00","0.0","0.0","67","76","56","  180","  210","21.0","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-13","8.95",,"0.38","0.0","0.0","58","62","52","  330","  340","21.9","29.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-14","10.96",,"0.00","0.0","0.0","60","74","45","  210","  210","23.0","29.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-15","9.84",,"0.02","0.0","0.0","67","72","60","  240","  240","25.9","36.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-16","6.26",,"0.30","0.0","0.0","58","62","52","   80","   60","15.0","19.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-17","4.47",,"0.00","0.0","0.0","60","69","55","   50","   40","10.1","13.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-18","1.79",,"0.00","0.0","0.0","69","81","59","  280","  280","8.1","11.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-19","4.92",,"1.35","0.0","0.0","69","77","60","  240","  250","18.1","23.0","    1",,"    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-20","8.28",,"1.04","0.0","0.0","63","66","55","   50","   40","18.1","23.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-21","2.91",,"0.00","0.0","0.0","64","77","52","  340","  290","12.1","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-22","5.59",,"0.00","0.0","0.0","65","77","52","   50","   30","15.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-23","8.28",,"0.02","0.0","0.0","67","81","54","  150","  150","17.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-24","10.29",,"0.23","0.0","0.0","71","78","63","  240","  230","21.9","29.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-25","13.20",,"0.05","0.0","0.0","71","83","61","  250","  250","30.0","42.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-26","7.16",,"0.00","0.0","0.0","73","84","62","  260","  270","17.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-27","4.03",,"0.00","0.0","0.0","74","87","62","  220","  220","17.0","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-28","5.37",,"0.00","0.0","0.0","77","87","68","  250","  330","17.0","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-29","4.03",,"0.00","0.0","0.0","77","87","67","  320",,"8.9",,"    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-06-30","3.13",,"0.00","0.0","0.0","76","84","65","  310","  300","10.1","15.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-01","7.61"," 1628","0.00","0.0","0.0","77","90","67","  290","  270","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-02","4.70"," 1926","0.47","0.0","0.0","78","90","68","  300","  300","32.0","38.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-03","6.04"," 1721","0.00","0.0","0.0","75","86","69","   80","   30","13.0","16.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-04","5.59"," 1521","0.19","0.0","0.0","78","89","69","   70","   70","21.9","25.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-05","5.82"," 1438","0.00","0.0","0.0","78","89","72","  290","  290","19.9","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-06","7.83"," 0449","0.00","0.0","0.0","78","86","67","  210","  210","30.0","31.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-07","8.72"," 1233","0.00","0.0","0.0","72","80","61","   30","   50","16.1","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-08","3.80"," 0903","0.00","0.0","0.0","67","80","52","   60","   60","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-09","3.36",,"0.00","0.0","0.0","70","83","57","  140",,"8.1",,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-10","7.83"," 1020","0.00","0.0","0.0","76","91","64","  260","  190","15.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-11","9.40"," 1541","0.00","0.0","0.0","79","85","61","  300","  300","17.0","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-12","4.70"," 1633","0.00","0.0","0.0","67","81","56","  230","  250","12.1","15.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-13","9.40"," 1256","0.00","0.0","0.0","76","90","64","  260","  260","23.0","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-14","2.46"," 1306","0.00","0.0","0.0","74","85","59","   10","   10","12.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-15","7.61"," 1510","0.00","0.0","0.0","76","92","62","  250","  250","21.9","27.1",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-16","7.38"," 0755","1.23","0.0","0.0","78","84","70","  220","  230","21.9","28.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-17","4.47"," 1629","0.00","0.0","0.0","77","87","70","   40","   60","13.0","19.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-18","9.62"," 1247","0.00","0.0","0.0","77","85","71","  270","  270","21.9","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-19","10.51"," 1711","0.09","0.0","0.0","83","93","77","  260","  260","23.0","29.1","    1",,"    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-20","12.08"," 0136","0.12","0.0","0.0","81","93","71","  290","  290","36.0","49.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-21","3.36"," 1603","0.33","0.0","0.0","74","81","67","  150","   50","15.0","18.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-22","7.16"," 1415","0.00","0.0","0.0","69","78","59","   20","   30","16.1","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-23","5.82"," 1512","0.04","0.0","0.0","66","79","52","  330","  320","19.9","27.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-24","2.46"," 1747","0.00","0.0","0.0","66","79","54","   10","  330","12.1","32.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-25","4.25"," 1216","0.00","0.0","0.0","71","84","58","  260","  260","15.0","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-26","6.49"," 1515","0.00","0.0","0.0","76","84","63","  220","  220","17.0","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-27","13.65"," 1345","0.00","0.0","0.0","79","86",,"  230","  240","23.9","31.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-28","10.51"," 1537","0.00","0.0","0.0","80","90","71","  270","  240","23.0","29.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-29","10.51"," 1211","0.26","0.0","0.0","76","83","68","  190","  200","23.9","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-30","7.16"," 1728","0.00","0.0","0.0","73","84","66","  300","  310","15.0","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-07-31","5.37"," 0247","0.00","0.0","0.0","70","78","59","   70","   80","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-01","2.91",,"0.00","0.0","0.0","67","79","54","   50","   30","12.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-02","2.01",,"0.00","0.0","0.0","69","83","53","  350","   50","10.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-03","3.80",,"0.00","0.0","0.0","71","87","57","  320","  330","21.0","31.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-04","3.58",,"0.00","0.0","0.0","73","86","61","  290","  340","10.1","16.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-05","6.26",,"0.00","0.0","0.0","75","88","63","  240","  280","17.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-06","4.70",,"0.12","0.0","0.0","74","82","67","  300","  320","18.1","29.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-07","5.14",,"0.00","0.0","0.0","73","86","62","  260","  260","17.0","23.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-08","10.74",,"0.10","0.0","0.0","73","82","60","  270","  290","21.9","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-09","8.05",,"0.00","0.0","0.0","68","80","57","  300","  260","19.9","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-10","3.80",,"0.00","0.0","0.0","68","83","54","  300","  310","14.1","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-11","3.58",,"0.00","0.0","0.0","69","85","55","  230","  250","14.1","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-12","4.03",,"0.00","0.0","0.0","77","89","70","  250","  250","16.1","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-13","7.83",,"0.00","0.0","0.0","76","85","67","   60","   40","14.1","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-14","7.61",,"0.00","0.0","0.0","71","81","62","   40","   20","16.1","21.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-15","6.71",,"0.01","0.0","0.0","66","70","57","  350","  350","13.0","18.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-16","5.59",,"0.00","0.0","0.0","67","82","55","  210","  200","16.1","21.0","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-17","7.38",,"0.00","0.0","0.0","75","87","64","   60","  250","17.0","23.0",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-18","9.17",,"0.02","0.0","0.0","75","84","68","  270","  240","25.9","38.9","    1",,"    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-19","4.25",,"0.00","0.0","0.0","74","87","65","  220","  280","13.0","19.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-20","4.70",,"0.16","0.0","0.0","75","86","66","  250","  270","16.1","28.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-21","8.72",,"0.00","0.0","0.0","73","83","66","  260","  250","23.0","29.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-22","6.49",,"0.00","0.0","0.0","71","78","54","  350","  350","14.1","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-23","4.47",,"0.00","0.0","0.0","63","75","48","   50","   30","15.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-24","5.59",,"0.00","0.0","0.0","62","75","47","   60","   70","15.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-25","8.05",,"0.00","0.0","0.0","64","78","52","  110","  110","18.1","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-26","13.42",,"0.30","0.0","0.0","66","76","60","  130","  140","23.0","33.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-27","10.51",,"0.28","0.0","0.0","71","81","64","  250","  230","19.9","28.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-28","11.18",,"0.00","0.0","0.0","67","75","57","  250","  240","29.1","36.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-29","11.18",,"0.58","0.0","0.0","68","82","55","  320","  330","28.0","38.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-30","5.82",,"0.00","0.0","0.0","68","75","54","  300","  290","14.1","19.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-08-31","5.82",,"0.00","0.0","0.0","62","73","48","  100","  100","15.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-01","3.80",,"0.15","0.0","0.0","63","70","56","  120","  120","13.0","16.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-02","7.38",,"0.00","0.0","0.0","68","81","60","  250","  260","19.9","25.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-03","10.96",,"0.04","0.0","0.0","69","80","61","  190","  180","29.1","45.0",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-04","6.26",,"0.00","0.0","0.0","66","70","52","  310","  310","17.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-05","1.79",,"0.00","0.0","0.0","60","74","47","  200","  270","8.9","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-06","6.71",,"0.02","0.0","0.0","61",,"57","  180","  180","12.1","23.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-07","7.61",,"0.00","0.0","0.0","64","73",,"  270","  270","14.1","16.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-08","5.82",,"0.00","0.0","0.0","61","66","52","   30",,"12.1",,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-09","6.26",,"0.01","0.0","0.0","59","71","53","  150",,"8.9",,"    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-10","9.84",,"0.18","0.0","0.0","68","82","63","  200",,"14.1",,,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-11","7.61",,"0.59","0.0","0.0","78","86","70","  350","  360","23.9","38.9","    1",,"    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-12","9.40",,"0.01","0.0","0.0","69","70","61","  130","  120","16.1","21.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-13","13.20",,"0.11","0.0","0.0","69","82","62","  260","  270","23.0","32.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-14","8.50",,"0.00","0.0","0.0","65","74","56","  240","  240","19.9","27.1",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-15","6.26",,"0.06","0.0","0.0","65","75","58","  240","  250","23.0","35.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-16","4.47",,"0.00","0.0","0.0","70","79","61","   20","   40","10.1","16.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-17","3.80",,"0.00","0.0","0.0","63","74","56","   60","   70","10.1","16.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-18","6.49",,"0.00","0.0","0.0","66","80","54","  140","  130","15.0","19.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-19","6.04",,"0.00","0.0","0.0","69","82","59","  150","  130","10.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-20","1.12",,"0.00","0.0","0.0","70","83","60","  180","  190","8.1","11.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-21","6.26",,"0.00","0.0","0.0","72","86","64","  200","  200","21.9","32.0",,,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-22","12.53",,"0.40","0.0","0.0","75","84","68","  230","  240","25.9","35.1","    1",,,,,,,
