"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-23","10.74",,"0.02","0.0","0.0","68","71","54","  260","  270","23.0","31.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-24","7.38",,"0.00","0.0","0.0","63","77","52","  240","  260","18.1","36.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-25","12.75",,"0.00","0.0","0.0","67","73","61","  220","  220","25.1","36.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-26","9.17",,"0.00","0.0","0.0","64","69","47","  260","  250","21.9","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-27","10.74",,"0.69","0.0","0.0","59","72","50","  170","  180","30.0","40.9","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-28","6.71",,"0.43","0.0","0.0","63","66","51","   30","   20","15.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-29","8.50",,"0.71","0.0","0.0","54","58","49","   60","   70","17.0","23.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-09-30","7.83",,"0.01","0.0","0.0","64","82","57","  160","  150","14.1","19.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-01","8.50",,"0.19","0.0","0.0","73","79","68","  350","  340","21.9","29.1","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-02","10.07",,"0.89","0.0","0.0","63","69","51","   70","   70","17.0","25.1","    1","    1","    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-03","8.95",,"1.26","0.0","0.0","55","65","50","  260","  260","25.1","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-04","8.28",,"0.00","0.0","0.0","51","55","42","   30","   20","16.1","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-05","9.17",,"0.03","0.0","0.0","50","60","40","  160","  150","21.0","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-06","10.74",,"0.00","0.0","0.0","58","66","54","  260","  260","21.9","30.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-07","7.83",,"0.00","0.0","0.0","58","69","44","  260","  260","21.0","29.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-08","2.24",,"0.00","0.0","0.0","52","68","38","  110","  160","10.1","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-09","5.59",,"0.00","0.0","0.0","55","69","43","  100","  130","14.1","23.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-10","9.40",,"0.00","0.0","0.0","58","72","45","  130","  120","18.1","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-11","12.97",,"1.05","0.0","0.0","62","65","44","  260","  280","28.0","35.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-12","13.65",,"0.00","0.0","0.0","44","49","39","  230","  210","23.0","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-13","14.32",,"0.00","0.0","0.0","47","56","42","  250","  240","32.0","47.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-14","6.93",,"0.00","0.0","0.0","45","51","34","  230","  220","17.0","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-15","8.50",,"0.20","0.0","0.0","45","61","32","  240","  250","21.9","30.0","    1",,"    1",,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-16","16.11",,"0.04","0.0","0.0","50","54","42","  310","  310","25.1","36.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-17","9.40",,"0.00","0.0","0.0","45","53","38","  330","  340","18.1","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-18","2.91",,"0.00","0.0","0.0","43","55","31","  140","  140","8.1","11.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-19","8.28",,"0.00","0.0","0.0","47","61","39","  150","  140","16.1","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-20","2.91",,"0.00","0.0","0.0","55","68","47","  310","  270","10.1","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-21","13.42",,"0.24","0.0","0.0","55","62","50","  120","  110","31.1","45.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-22","15.88",,"0.06","0.0","0.0","51","54","45","  220","  200","29.1","46.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-23","12.08",,"0.01","0.0","0.0","48","58","41","  260","  260","29.1","38.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-24","5.59",,"0.00","0.0","0.0","47","53","42","  330","  320","16.1","23.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-25","2.01",,"0.00","0.0","0.0","43","48","32","  310","  310","10.1","13.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-26","7.38",,"1.52","0.0","0.0","39","57","30","   90","  120","21.9","32.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-27","11.41",,"0.16","0.0","0.0","52","58","39","  210","  210","29.1","40.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-28","3.80",,"0.00","0.0","0.0","49","64","39","  210","  230","16.1","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-29","6.26",,"0.01","0.0","0.0","47","51","38","  330","  340","15.0","21.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-30","6.26",,"0.55","0.0","0.0","40","42","37","   20","   20","13.0","18.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-10-31","13.42",,"1.02","0.8","0.0","41","44","33","  280","  300","23.9","38.9","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-01","10.74",,"0.00","0.0","0.0","35","42","32","  280","  290","21.0","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-02","11.41",,"0.05","0.0","0.0","39","44","35","  240","  240","23.9","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-03","9.40",,"0.00","0.0","0.0","38","46","32","  210","  180","18.1","25.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-04","13.42",,"0.01","0.0","0.0","46","54","41","  220","  210","23.0","31.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-05","10.07",,"0.00","0.0","0.0","40","44","26","  260","  260","25.1","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-06","4.92",,"0.02","0.0","0.0","31","38","24","  350","  340","15.0","23.0","    1",,,,,"    1",,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-07","9.62",,"0.00","0.0","0.0","31","34","22","  290","  280","18.1","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-08","6.26",,"0.00","0.0","0.0","26","34","19","  290","  280","14.1","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-09","10.96",,"0.00","0.0","0.0","32","42","27","  220","  220","19.9","25.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-10","6.71",,"0.00","0.0","0.0","39","42","32","   20","   40","13.0","18.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-11","10.07",,"0.54","5.6","1.2","29","32","18","  350","  360","17.0","23.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-12","7.83",,"0.00","0.2","3.9","19","24","8","  260","  300","18.1","23.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-13","10.29",,"0.00","0.0","3.9","15","23","8","  170","  180","19.9","28.0",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-14","9.84",,"0.02","0.2","3.1","26","31","23","  260","  250","23.0","29.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-15","8.72",,"0.00","0.0","3.1","32","38","24","  260","  250","21.9","29.1",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-16","6.04",,"0.00","0.0","2.0","26","33","19","   60","   50","13.0","17.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-17","4.47",,"0.00","0.0","2.0","27","40","16","  160","  170","8.9","13.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-18","1.57",,"0.00","0.0","1.2","37","46","28","  160","  160","8.1","10.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-19","1.12",,"0.01","0.0","0.0","36","41","29","  240","  250","6.0","6.9","    1","    1",,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-20","4.70",,"0.00","0.0","0.0","39","42","36","  160","  160","10.1","13.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-21","16.11",,"0.29","0.0","0.0","43","52","38","  260","  240","33.1","46.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-22","9.40",,"0.00","0.0","0.0","37","39","24","  320","  320","21.0","29.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-23","5.59",,"0.00","0.0","0.0","29","38","21","  230","  240","14.1","19.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-24","10.07",,"0.01","0.0","0.0","34","47","28","  250","  230","21.0","27.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-25","8.05",,"0.00","0.0","0.0","42","48","37","  220","  220","13.0","19.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-26","5.82",,"0.44","0.0","0.0","42","51","30","  100","  100","15.0","23.0","    1","    1","    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-27","21.70",,"0.45","0.0","0.0","46","53","35","  250","  250","36.9","57.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-28","8.28",,"0.00","0.0","0.0","35","35","31","  310","  300","23.0","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-29","4.03",,"0.00","0.0","0.0","32","35","30","   70","   70","8.9","13.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-11-30","11.63",,"0.01","0.0","0.0","33","36","31","   90","  100","21.9","29.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-01","8.28",,"0.89","0.4","0.0","34","37","32","  100","   90","25.9","38.0","    1","    1","    1",,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-02","8.28",,"0.00","0.0","0.0","31","33","27","  350","  360","16.1","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-03","9.62",,"0.01","0.0","0.0","30","35","27","  220","  220","19.9","23.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-04","12.75",,"0.00","0.1","0.0","35","36","31","  290","  270","19.9","29.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-05","6.71",,"0.00","0.0","0.0","34","38","33","  290","  270","15.0","19.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-06","9.40",,"0.00","0.0","0.0","36","41","26","  340","  320","18.1","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-07","7.38",,"0.00","0.0","0.0","28","34","22","  170","  190","14.1","18.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-08","11.63",,"0.00","0.0","0.0","36","47","31","  190","  190","23.0","32.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-09","12.30",,"0.40","0.0","0.0","47","49","37","  260","  260","33.1","48.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-10","12.97",,"0.03","0.6","0.0","31","37","20","  270","  270","30.0","40.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-11",,,"0.00","0.0","1.2","20","21","12",,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-12","11.86",,"0.00","0.0","0.0","21","35","12","  170","  180","21.9","32.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-13","7.38",,"0.00","0.0","0.0","36","41","32","  190","  180","17.0","23.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-14","7.61",,"0.00","0.0","0.0","33","34","28","  270","  300","21.0","29.1","    1",,,,,"    1","    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-15","8.95",,"0.04","0.5","0.0","28","30","22","  270","  280","18.1","29.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-16","1.34",,"0.00","0.0","0.0","26","32","20","  330","  330","6.0","6.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-17","9.17",,"0.03","0.6","0.0","26","31","21","  280","  290","21.9","30.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-18","11.41",,"0.03","0.7","1.2","20","26","7","  290","  280","21.9","31.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-19","7.38",,"0.00","0.0","1.2","17","31","7","  210","  200","21.9","29.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-20","9.17",,"0.00","0.0","0.0","29","36","26","  150","  150","18.1","23.9",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-21","7.61",,"0.00","0.0","0.0","34","47","26","  230","  210","16.1","23.9",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-22","11.18",,"0.00","0.0","0.0","38","52","30","  230","  220","21.0","27.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-23","7.83",,"0.00","0.0","0.0","42","51","28","  230","  220","15.0","19.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-24","7.61",,"0.00","0.0","0.0","31","35","25","  150","  150","15.0","19.0","    1","    1",,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-25","5.59",,"0.00","0.0","0.0","39","57","30","  200","  210","13.0","17.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-26","8.50",,"0.00","0.0","0.0","48","59","43","  230","  230","17.0","21.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-27","11.63",,"0.00","0.0","0.0","44","55","32","  270","  250","21.0","27.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-28","6.93",,"0.00","0.0","0.0","33","39","30","  130","  100","15.0","21.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-29","10.51",,"0.89","0.0","0.0","43","52","39","  100","  100","29.1","36.9","    1","    1",,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-30","18.12",,"1.41","0.0","0.0","43","51","30","  250","  260","36.0","47.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2019-12-31","16.11",,"0.18","2.5","2.0","29","31","27","  270","  210","23.9","35.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-01","13.20",,"0.00","0.0","2.0","29","39","24","  200","  190","23.0","33.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-02","14.09",,"0.00","0.0","1.2","39","45","36","  220","  210","25.1","34.0",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-03","5.59",,"0.00","0.0","0.0","39","41","33","  290","  290","14.1","17.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-04","9.40",,"0.00","0.0","0.0","32","33","29","  290","  290","18.1","27.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-05","12.97",,"0.02","0.0","0.0","30","36","28","  260","  280","25.1","35.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-06","15.21",,"0.00","0.0","0.0","35","42","29","  260","  270","25.9","40.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-07","10.74",,"0.06","0.6","0.0","32","38","26","  270","  260","25.9","35.1","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-08","10.51",,"0.00","0.2","1.2","24","29","11","  270","  310","21.9","30.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-09","16.55",,"0.00","0.0","0.0","23","48","16","  160","  210","25.1","35.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-10","8.72",,"0.10","0.0","0.0","47","48","44","  210","  210","23.9","34.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-11","15.66",,"2.38","0.2","0.0","40","51","24","   30","   20","28.0","42.9","    1",,,,,"    1",,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-12","4.92",,"0.04","0.3","1.2","24","27","19","  350","  360","21.9","32.0","    1",,,,,"    1",,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-13","7.16",,"0.02","0.1","1.2","29","34","27","  260","  250","14.1","19.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-14","11.18",,"0.00","0.0","1.2","34","37","32","  260","  270","21.0","30.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-15","5.82",,"0.00","0.0","0.0","33","37","25","  290","  300","15.0","21.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-16","13.42",,"0.02","0.0","0.0","29","34","20","  280","  290","25.1","38.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-17","9.40",,"0.15","1.5","0.0","22","26","17","  120","  120","18.1","25.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-18","19.01",,"0.62","6.8","4.0","29","37","22","  260","  270","35.1","47.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-19","13.20",,"0.08","2.3","4.0","21","23","7","  250","  260","30.0","38.9","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-20","4.70",,"0.00","0.0","5.0","15","24","6","  300","  310","10.1","14.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-21","8.05",,"0.00","0.0","4.0","21","28","14","  270","  250","18.1","23.0",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-22","11.41",,"0.00","0.0","4.0","24","31","20","  210","  210","19.9","25.9",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-23","6.93",,"0.01","0.0","3.0","31","36","28","  110","  140","12.1","16.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-24","8.72",,"0.47","0.0","0.0","34","36","33","  110","  110","15.0","21.0","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-25","7.61",,"0.05","0.0","1.0","35","35","32","  250","  250","13.0","16.1","    1","    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-26","11.41",,"0.02","0.0","1.0","34","34","33","  270","  260","19.9","29.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-27","7.38",,"0.00","0.0","0.0","33","35","30","  300",,"10.1",,"    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-28","4.92",,"0.01","0.0","0.0","32","33","30","  290","  310","10.1","14.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-29","5.14",,"0.00","0.0","0.0","30","31","28","   60","   60","10.1","12.1",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-30","2.91",,"0.00","0.0","0.0","29","32","28","  190","  220","6.9","8.9",,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-01-31","5.37",,"0.00","0.0","0.0","31","35","29","  260","  260","12.1","15.0",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-01","9.62",,"0.06","0.2","0.0","31","34","29","  220","  220","17.0","23.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-02","15.43",,"0.00","0.0","0.0","38","49","32","  270","  260","28.0","38.9",,,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-03","6.04",,"0.00","0.0","0.0","39","49","27","   40","   30","13.0","16.1","    1",,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-04","10.96",,"0.00","0.0","0.0","34","35","25","   30","   30","17.0","23.0","    1",,,,,,"    1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","42.7761","-84.5997","261.8","2020-02-05","7.38",,"0.04","0.6","0.0","25","29","18","  350","   20","16.1","21.9","    1",,,,,,,
