STATION,NAME,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/29/17,14.32,,0.05,,0,0,74,86,65,,220,200,23.9,33.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/30/17,8.5,,0.02,,0,0,76,85,68,,180,230,17,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/1/17,9.4,,0,,0,0,75,84,67,,250,300,23,33.1,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/2/17,8.72,,0,,0,0,72,83,63,,240,270,19.9,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/3/17,4.47,,0,,0,0,72,83,63,,40,30,12.1,15,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/4/17,4.92,,0,,0,0,72,85,59,,60,110,12.1,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/5/17,2.46,,0,,0,0,75,88,59,,120,220,8.9,12.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/6/17,5.37,,0,,0,0,78,92,63,,240,250,16.1,19.9,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/7/17,8.28,,0.76,,0,0,78,88,67,,330,330,21.9,31.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/8/17,7.61,,0,,0,0,71,80,62,,290,330,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/9/17,9.4,,0,,0,0,70,84,57,,250,280,19.9,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/10/17,6.71,,0.47,,0,0,72,79,69,,160,150,16.1,19.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/11/17,3.36,,0.37,,0,0,77,90,66,,270,270,21,23.9,1,1,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/12/17,7.61,,0.28,,0,0,76,85,71,,180,180,30,38.9,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/13/17,10.96,,0.76,,0,0,78,84,70,,270,270,28,36,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/14/17,6.93,,0,,0,0,73,81,65,,290,290,17,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/15/17,6.71,,0,,0,0,71,82,59,,260,250,17,19.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/16/17,6.71,,0.01,,0,0,72,82,64,,70,50,13,16.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/17/17,2.91,,0,,0,0,70,83,58,,10,10,10.1,13,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/18/17,5.14,,0,,0,0,74,86,63,,230,250,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/19/17,4.7,,0,,0,0,77,88,67,,300,300,13,15,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/20/17,6.71,,0,,0,0,78,85,71,,250,250,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/21/17,3.8,,0,,0,0,77,87,64,,240,230,13,15,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/22/17,6.93,,0.05,,0,0,76,84,68,,290,300,17,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/23/17,5.59,,0,,0,0,72,85,65,,330,330,19.9,28,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/24/17,7.16,,0,,0,0,69,76,60,,10,30,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/25/17,3.36,,0,,0,0,67,81,52,,170,40,10.1,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/26/17,6.93,,0,,0,0,71,83,62,,190,190,15,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/27/17,7.16,,0,,0,0,75,83,64,,50,40,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/28/17,11.18,,0,,0,0,70,79,55,,30,30,23,31.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/29/17,5.82,,0,,0,0,66,82,51,,60,20,16.1,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/30/17,4.03,,0,,0,0,71,85,54,,290,280,13,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",7/31/17,4.25,,0,,0,0,73,86,57,,290,260,12.1,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/1/17,5.82,,0.03,,0,0,74,87,57,,230,230,21,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/2/17,5.82,,0,,0,0,75,88,65,,360,300,14.1,19,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/3/17,4.7,,0.47,,0,0,71,85,60,,230,220,33.1,46.1,1,1,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/4/17,15.66,,0.26,,0,0,65,68,58,,230,220,31.1,40,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/5/17,6.71,,0.11,,0,0,63,76,53,,280,280,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/6/17,4.92,,0,,0,0,65,77,56,,250,260,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/7/17,2.91,,0.05,,0,0,65,77,54,,350,340,16.1,21,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/8/17,5.59,,0,,0,0,66,82,51,,280,270,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/9/17,4.92,,0,,0,0,71,84,58,,280,320,14.1,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/10/17,5.14,,0,,0,0,71,83,59,,240,190,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/11/17,9.62,,0.32,,0,0,71,80,62,,260,260,21.9,27.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/12/17,7.16,,0,,0,0,67,76,59,,320,330,18.1,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/13/17,2.01,,0,,0,0,67,79,54,,280,280,10.1,12.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/14/17,6.26,,0,,0,0,72,82,63,,220,230,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/15/17,2.91,,0.35,,0,0,72,82,63,,310,360,10.1,12.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/16/17,6.49,,0,,0,0,72,85,62,,140,140,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/17/17,11.41,,0.13,,0,0,75,84,69,,240,240,19.9,25.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/18/17,12.53,,0.01,,0,0,71,74,63,,260,260,23.9,29.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/19/17,6.26,,0,,0,0,69,80,61,,270,220,13,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/20/17,2.68,,0,,0,0,71,86,56,,250,250,13,15,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/21/17,5.14,,0.07,,0,0,76,88,67,,230,230,21,27.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/22/17,13.65,,0.07,,0,0,74,78,59,,260,220,23.9,34,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/23/17,8.28,,0,,0,0,65,74,51,,300,300,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/24/17,2.46,,0,,0,0,57,67,47,,320,320,10.1,13,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/25/17,0.89,,0,,0,0,57,72,44,,360,210,10.1,18.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/26/17,2.91,,0,,0,0,62,75,48,,30,40,10.1,15,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/27/17,6.71,,0,,0,0,66,77,59,,160,130,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/28/17,3.58,,0.13,,0,0,64,70,55,,70,250,13,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/29/17,2.24,,0,,0,0,63,77,54,,320,110,6.9,10.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/30/17,4.92,,0,,0,0,67,81,54,,270,280,15,18.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",8/31/17,8.72,,0,,0,0,65,72,48,,40,340,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/1/17,7.61,,0,,0,0,56,69,43,,60,40,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/2/17,5.82,,0,,0,0,58,78,43,,280,290,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/3/17,8.28,,0.03,,0,0,65,80,55,,260,300,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/4/17,12.53,,0,,0,0,70,85,55,,260,260,29.1,38.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/5/17,9.4,,0.1,,0,0,60,71,48,,280,270,23.9,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/6/17,4.7,,0,,0,0,55,67,43,,260,260,17,19.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/7/17,6.49,,0.16,,0,0,53,65,46,,240,250,21,25.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/8/17,5.14,,0,,0,0,55,68,47,,40,30,15,19,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/9/17,3.8,,0,,0,0,53,67,39,,80,60,14.1,19,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/10/17,3.36,,0,,0,0,55,71,39,,60,50,13,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/11/17,2.01,,0,,0,0,58,75,43,,140,160,8.9,12.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/12/17,2.24,,0,,0,0,62,79,45,,80,70,8.9,13,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/13/17,3.58,,0,,0,0,63,79,51,,190,190,16.1,19,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/14/17,2.01,,0,,0,0,64,81,52,,230,280,8.1,11,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/15/17,4.47,,0,,0,0,67,81,55,,160,190,14.1,18.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/16/17,6.49,,0,,0,0,71,84,59,,190,270,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/17/17,8.72,,0,,0,0,73,88,62,,210,280,17,23,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/18/17,4.92,,0,,0,0,69,79,58,,50,350,8.9,13,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/19/17,5.37,,0.06,,0,0,63,72,56,,50,50,13,14.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/20/17,5.59,,0,,0,0,72,87,66,,270,200,13,15,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/21/17,7.16,,0.44,,0,0,77,95,66,,360,350,30,38,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/22/17,2.24,,0,,0,0,76,94,65,,320,320,8.9,11,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/23/17,3.8,,0,,0,0,78,93,64,,160,160,10.1,13,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/24/17,4.7,,0,,0,0,78,92,62,,130,140,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/25/17,2.68,,0,,0,0,78,92,65,,180,170,10.1,12.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/26/17,3.8,,0,,0,0,77,92,63,,240,210,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/27/17,8.95,,0.09,,0,0,71,74,53,,300,290,17,21.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/28/17,4.47,,0,,0,0,58,70,47,,310,310,14.1,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/29/17,10.96,,0.06,,0,0,59,69,47,,320,310,21.9,30,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",9/30/17,3.8,,0,,0,0,52,65,39,,60,40,10.1,15,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/1/17,6.26,,0,,0,0,53,70,39,,150,130,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/2/17,8.05,,0,,0,0,61,79,45,,140,140,18.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/3/17,11.18,,0,,0,0,69,85,56,,220,220,21.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/4/17,11.41,,0.06,,0,0,72,73,50,,260,230,19.9,25.1,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/5/17,4.92,,0.01,,0,0,60,75,46,,260,250,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/6/17,5.14,,0.62,,0,0,58,65,53,,140,140,12.1,14.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/7/17,14.76,,0.72,,0,0,69,82,61,,260,240,38,49,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/8/17,8.72,,0,,0,0,66,78,55,,220,240,21,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/9/17,2.24,,0,,0,0,65,79,53,,250,270,8.1,14.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/10/17,7.83,,0,,0,0,59,67,51,,90,100,19.9,25.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/11/17,13.42,,1.12,,0,0,54,55,51,,50,70,21.9,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/12/17,5.82,,0,,0,0,53,59,49,,50,30,13,17,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/13/17,6.26,,0,,0,0,61,70,57,,220,220,16.1,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/14/17,9.17,,2.89,,0,0,60,63,57,,150,160,21,25.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/15/17,14.09,,0.45,,0,0,60,67,42,,270,270,30,36.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/16/17,4.03,,0,,0,0,48,57,39,,220,220,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/17/17,11.63,,0,,0,0,53,70,43,,250,230,28,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/18/17,11.18,,0,,0,0,58,69,48,,200,210,21.9,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/19/17,10.07,,0,,0,0,59,68,46,,280,260,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/20/17,6.71,,0,,0,0,57,76,39,,210,210,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/21/17,9.4,,0,,0,0,64,76,54,,180,210,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/22/17,12.97,,0,,0,0,66,77,57,,190,210,23,31.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/23/17,8.95,,1.73,,0,0,64,68,48,,270,270,25.1,35.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/24/17,13.87,,0.91,,0,0,49,50,40,,260,270,23.9,33.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/25/17,8.05,,0.03,,0,0,44,52,33,,280,300,17,21.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/26/17,4.92,,0,,0,0,40,53,28,,140,140,13,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/27/17,11.41,,0.05,,0,0,47,50,38,,230,150,18.1,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/28/17,11.18,,0,,0,0,40,43,35,,230,230,23,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/29/17,3.8,,0,,0,0,41,48,35,,280,280,12.1,14.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/30/17,12.3,,0.09,,0,0,40,45,35,,270,280,31.1,40,1,,,1,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",10/31/17,12.08,,0.05,,0,0,38,40,32,,260,250,23,27.1,1,,,1,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/1/17,8.28,,0.4,,0,0,37,42,33,,130,140,14.1,17,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/2/17,5.14,,0.13,,0,0,45,51,40,,160,330,13,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/3/17,7.38,,0,,0,0,46,49,36,,360,350,15,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/4/17,9.62,,0.7,,0,0,39,47,34,,110,100,21,25.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/5/17,6.49,,0.17,,0,0,51,58,45,,320,310,16.1,23.9,1,1,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/6/17,5.59,,0,,0,0,43,46,34,,320,320,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/7/17,4.03,,0,,0,0,38,47,28,,350,10,14.1,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/8/17,4.7,,0,,0,0,34,47,25,,250,240,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/9/17,13.42,,0.04,,0.2,0,36,42,21,,310,310,25.9,36.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/10/17,7.38,,0,,0,0,21,25,15,,30,20,18.1,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/11/17,8.28,,0,,0,0,24,34,17,,150,150,21,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/12/17,3.13,,0.17,,0,0,34,39,32,,190,200,8.1,10.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/13/17,4.25,,0,,0,0,37,43,31,,270,270,14.1,18.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/14/17,7.16,,0,,0,0,37,48,28,,170,160,17,23,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/15/17,12.75,,0.41,,0,0,42,46,39,,300,280,23,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/16/17,12.08,,0,,0,0,39,41,26,,290,280,25.9,36,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/17/17,11.41,,0.49,,0,0,34,43,26,,160,160,23.9,30,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/18/17,9.62,,0.65,,0,0,42,44,33,,310,340,21,28,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/19/17,12.3,,0.02,,0.2,0,34,38,28,,290,290,23,31.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/20/17,15.43,,0,,0,0,35,49,28,,210,220,25.9,35.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/21/17,15.43,,0.06,,0,0,42,50,32,,260,220,25.9,35.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/22/17,7.83,,0,,0,0,31,33,27,,310,320,16.1,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/23/17,9.84,,0,,0,0,33,42,29,,230,240,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/24/17,14.54,,0,,0,0,41,57,32,,180,170,29.1,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/25/17,12.3,,0,,0,0,47,51,30,,280,280,19.9,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/26/17,9.17,,0,,0,0,33,45,22,,250,250,21.9,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/27/17,6.93,,0,,0,0,38,48,26,,170,150,16.1,21.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/28/17,15.43,,0,,0,0,51,63,41,,240,230,28,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/29/17,7.38,,0,,0,0,42,46,29,,280,260,14.1,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",11/30/17,11.41,,0.09,,0,0,40,48,32,,260,290,25.9,32,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/1/17,3.13,,0,,0,0,37,48,23,,230,250,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/2/17,5.82,,0,,0,0,39,52,31,,240,240,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/3/17,4.03,,0,,0,0,40,53,27,,260,240,12.1,14.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/4/17,16.11,,0,,0,0,46,60,42,,190,190,25.9,35.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/5/17,24.38,,0.06,,0,0,46,60,29,,250,240,36.9,50.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/6/17,16.55,,0,,0,0,30,36,24,,250,260,30,42.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/7/17,11.86,,0,,0.1,0,27,28,22,,280,260,21.9,25.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/8/17,13.42,,0,,0,0,25,31,19,,230,230,23.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/9/17,7.16,,0.14,,2,0,27,29,19,,210,220,21,25.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/10/17,10.51,,0,,0,1.2,25,26,21,,240,240,19.9,23.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/11/17,7.38,,0.08,,1,1.2,25,30,20,,300,310,15,19.9,1,,,,,1,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/12/17,13.65,,0.01,,0.4,3.1,22,30,13,,320,320,23.9,32,1,,,,,1,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/13/17,10.96,,0.44,,5.7,1.2,17,20,14,,30,130,19.9,25.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/14/17,6.04,,0,,0,5.9,15,24,0,,350,360,18.1,23.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/15/17,9.84,,0.03,,0.9,5.9,21,25,19,,250,260,19.9,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/16/17,7.16,,0.14,,1.5,7.9,25,27,16,,70,70,13,15,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/17/17,7.38,,0,,0,7.1,24,33,15,,130,150,12.1,16.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/18/17,10.51,,0.05,,0,5.1,36,41,33,,240,250,17,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/19/17,15.88,,0,,0,1.2,40,45,35,,290,270,23.9,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/20/17,6.49,,0,,0,0,31,35,23,,290,290,19.9,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/21/17,7.61,,0,,0,0,30,34,27,,100,80,13,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/22/17,4.92,,0,,0,0,32,35,30,,70,80,10.1,13,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/23/17,8.72,,0,,0,0,32,35,21,,300,290,19.9,25.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/24/17,5.37,,0.17,,1.3,0,21,22,17,,320,310,13,16.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/25/17,12.3,,0.14,,3.4,2,17,21,6,,280,280,29.1,38,1,1,,,,,1,1
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/26/17,6.26,,0,,0,3.9,5,11,-5,,260,260,14.1,18.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",12/27/17,5.59,,0,,0,3.1,4,11,-4,,260,290,14.1,16.1,,,,,,,1,
