STATION,NAME,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/14/17,4.47,,0,,0,0,23,30,20,,300,270,8.9,11,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/15/17,2.68,,0,,0,0,24,35,15,,220,230,12.1,14.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/16/17,5.59,,0.36,,0,0,27,34,21,,100,100,13,17,1,,,1,,1,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/17/17,7.61,,0.47,,0,0,35,39,33,,260,260,17,23.9,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/18/17,11.63,,0,,0,0,37,39,33,,240,240,18.1,21.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/19/17,7.61,,0,,0,0,35,41,33,,240,250,16.1,19.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/20/17,4.92,,0.14,,0,0,35,39,34,,40,30,12.1,14.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/21/17,8.05,,0,,0,0,44,56,37,,150,150,14.1,16.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/22/17,2.91,,0,,0,0,44,48,37,,10,200,8.1,10.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/23/17,5.59,,0.24,,0,0,40,41,37,,330,320,8.9,12.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/24/17,6.93,,0.09,,0,0,38,39,37,,290,280,16.1,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/25/17,7.83,,0.06,,0,0,38,40,35,,250,260,23,29.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/26/17,12.75,,0.18,,0.4,0,36,38,32,,280,290,21,27.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/27/17,14.99,,0.01,,0.1,0,31,32,27,,260,250,23.9,34,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/28/17,12.75,,0.03,,0.9,0,28,29,27,,270,260,23,29.1,1,,,,,1,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/29/17,4.03,,0,,0.1,1.2,27,28,16,,250,260,12.1,13,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/30/17,5.82,,0.08,,1.3,1.2,20,25,11,,190,190,16.1,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",1/31/17,9.84,,0.18,,2.6,3.1,26,32,23,,270,270,25.9,33.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/1/17,10.74,,0.11,,1.8,3.9,31,35,25,,290,290,23,29.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/2/17,13.42,,0,,0,3.1,21,25,9,,270,260,28,33.1,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/3/17,11.63,,0,,0,2,16,22,11,,290,280,23.9,31.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/4/17,9.84,,0,,0,2,17,29,9,,200,220,18.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/5/17,10.96,,0,,0,2,31,35,20,,270,290,18.1,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/6/17,4.92,,0,,0,2,29,44,18,,200,190,12.1,16.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/7/17,9.84,,0.67,,0,1.2,37,45,34,,270,270,25.9,40,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/8/17,10.29,,0,,0,0,32,35,20,,270,280,25.1,35.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/9/17,12.75,,0,,0.1,0,19,20,13,,270,260,25.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/10/17,13.65,,0,,0,0,22,36,14,,190,190,25.9,35.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/11/17,4.92,,0.08,,0,0,38,45,35,,240,250,15,18.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/12/17,12.97,,0.12,,0,0,36,41,32,,280,270,32,40,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/13/17,9.84,,0,,0,0,34,43,26,,290,300,19.9,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/14/17,15.21,,0.06,,0.4,0,36,45,31,,260,260,28,35.1,1,,,1,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/15/17,14.32,,0,,0,0,30,32,24,,320,330,21.9,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/16/17,8.28,,0,,0,0,26,32,24,,290,300,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/17/17,8.5,,0,,0,0,35,52,28,,160,160,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/18/17,12.97,,0,,0,0,51,65,43,,260,240,21,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/19/17,5.37,,0,,0,0,49,62,36,,260,280,14.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/20/17,9.62,,0,,0,0,44,59,31,,140,150,19.9,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/21/17,9.17,,0.06,,0,0,49,61,42,,250,250,18.1,23,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/22/17,9.62,,0,,0,0,52,62,41,,190,190,19.9,25.1,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/23/17,10.74,,0.06,,0,0,55,58,42,,210,210,21,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/24/17,10.29,,0.96,,0,0,42,58,37,,260,260,25.9,33.1,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/25/17,18.57,,0,,0.1,0,36,42,22,,260,280,31.1,38.9,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/26/17,13.42,,0,,0,0,28,42,21,,200,210,28,35.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/27/17,8.5,,0,,0,0,40,51,28,,220,230,19.9,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",2/28/17,11.63,,0.51,,0,0,44,56,39,,160,160,19.9,23.9,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/1/17,16.55,,0.44,,0.6,0,50,56,25,,260,240,36,44.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/2/17,11.86,,0,,0,0,27,31,22,,300,310,25.1,31.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/3/17,11.18,,0,,0,0,23,29,17,,280,270,19.9,25.9,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/4/17,7.38,,0,,0,0,22,34,13,,130,140,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/5/17,15.66,,0,,0,0,32,47,23,,140,150,23,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/6/17,14.76,,0,,0,0,49,58,43,,190,180,28,36,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/7/17,20.13,,0.07,,0,0,54,59,39,,270,280,32,42.1,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/8/17,27.96,,0,,0,0,43,47,37,,260,250,51,65.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/9/17,10.29,,0,,0,0,37,41,31,,280,280,25.1,33.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/10/17,12.97,,0,,0,0,27,31,13,,280,280,28,33.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/11/17,9.62,,0,,0,0,18,29,12,,270,290,18.1,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/12/17,4.47,,0,,0,0,21,31,12,,310,290,13,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/13/17,9.4,,0.1,,1,0,24,27,17,,70,50,17,21.9,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/14/17,10.96,,0,,0,1.2,19,24,13,,360,340,21.9,32,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/15/17,12.75,,0,,0,0,20,33,13,,290,340,23.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/16/17,7.38,,0,,0,0,27,40,15,,270,270,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/17/17,8.28,,0.12,,0.2,0,30,35,20,,130,130,18.1,23,1,1,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/18/17,5.59,,0.09,,0.4,1.2,35,39,33,,310,300,15,25.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/19/17,6.04,,0,,0,0,38,48,34,,170,160,17,23,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/20/17,6.93,,0.08,,0,0,42,55,35,,160,150,16.1,19.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/21/17,11.63,,0,,0,0,44,54,23,,360,280,23.9,35.1,1,1,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/22/17,6.71,,0,,0,0,26,36,17,,360,360,18.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/23/17,11.86,,0.15,,0,0,32,47,22,,150,170,21,23.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/24/17,11.86,,0.01,,0,0,52,74,36,,30,50,23,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/25/17,10.74,,1.19,,0,0,42,43,37,,60,80,17,23,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/26/17,7.61,,0.1,,0,0,44,55,40,,110,100,15,19,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/27/17,8.95,,0.01,,0,0,52,57,45,,240,240,16.1,19.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/28/17,7.38,,0,,0,0,45,50,36,,50,60,15,21,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/29/17,7.38,,0.04,,0,0,42,54,29,,60,70,19.9,25.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/30/17,12.3,,1.11,,0,0,39,40,36,,250,260,25.9,33.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",3/31/17,11.41,,0.12,,0,0,37,39,35,,10,20,19.9,25.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/1/17,5.59,,0,,0,0,42,58,32,,310,310,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/2/17,4.92,,0,,0,0,47,60,32,,200,220,15,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/3/17,7.83,,0.49,,0,0,51,53,47,,130,140,17,21.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/4/17,9.84,,0.45,,0,0,48,55,41,,290,280,21.9,29.1,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/5/17,11.41,,0.3,,0,0,42,44,36,,40,40,25.1,34,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/6/17,17.45,,1.13,,0.4,0,36,39,33,,340,330,25.9,40,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/7/17,11.63,,0,,0,0,39,53,33,,350,350,23,29.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/8/17,8.05,,0,,0,0,46,61,29,,210,200,19.9,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/9/17,15.43,,0,,0,0,60,75,50,,210,210,29.1,36.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/10/17,13.65,,0.18,,0,0,67,76,56,,220,220,28,36,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/11/17,11.41,,0,,0,0,52,57,43,,260,260,23,29.1,1,1,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/12/17,7.61,,0,,0,0,47,59,42,,290,270,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/13/17,7.61,,0.02,,0,0,47,49,43,,130,140,13,16.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/14/17,9.84,,0,,0,0,51,66,40,,160,110,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/15/17,15.21,,0.1,,0,0,64,83,49,,220,210,32,40,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/16/17,15.21,,0,,0,0,67,69,53,,270,280,28,33.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/17/17,5.82,,0,,0,0,56,67,41,,20,10,17,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/18/17,11.86,,0,,0,0,53,70,37,,150,150,23,29.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/19/17,10.51,,0.11,,0,0,63,74,51,,270,260,19.9,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/20/17,10.96,,0.95,,0,0,55,67,47,,310,310,31.1,38.9,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/21/17,13.2,,0,,0,0,50,52,44,,280,270,21.9,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/22/17,5.59,,0,,0,0,48,61,36,,70,70,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/23/17,4.03,,0,,0,0,53,70,35,,290,290,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/24/17,8.05,,0,,0,0,56,72,37,,140,100,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/25/17,10.96,,0,,0,0,61,73,52,,130,150,17,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/26/17,12.75,,0,,0,0,68,82,59,,210,150,28,38,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/27/17,18.12,,0,,0,0,66,70,48,,210,210,32,42.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/28/17,11.18,,0,,0,0,52,64,45,,250,230,25.1,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/29/17,11.41,,0.03,,0,0,53,57,43,,50,70,21.9,27.1,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",4/30/17,10.96,,0.9,,0,0,44,48,40,,70,50,19.9,25.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/1/17,13.87,,0.35,,0,0,53,67,43,,210,200,25.1,33.1,1,1,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/2/17,17.67,,0.14,,0,0,46,50,39,,260,260,30,38.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/3/17,5.37,,0,,0,0,47,61,35,,60,360,12.1,18.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/4/17,9.84,,0.35,,0,0,47,50,43,,30,30,18.1,25.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/5/17,13.42,,0,,0,0,47,58,41,,40,30,29.1,38.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/6/17,11.41,,0,,0,0,49,61,38,,340,320,19.9,28,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/7/17,11.18,,0,,0,0,46,56,33,,310,290,21,33.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/8/17,8.05,,0,,0,0,44,59,28,,290,290,18.1,23,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/9/17,3.13,,0,,0,0,48,66,29,,180,240,8.9,12.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/10/17,8.72,,0.11,,0,0,58,70,46,,120,110,17,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/11/17,8.28,,0.04,,0,0,56,66,47,,70,60,18.1,21.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/12/17,3.8,,0,,0,0,56,69,41,,60,60,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/13/17,6.49,,0,,0,0,61,74,47,,280,280,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/14/17,7.38,,0,,0,0,61,71,50,,360,340,15,19.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/15/17,6.26,,0,,0,0,59,75,45,,140,150,18.1,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/16/17,11.86,,0.02,,0,0,70,87,53,,200,200,25.1,35.1,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/17/17,16.33,,0,,0,0,77,87,69,,200,220,31.1,40,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/18/17,19.01,,0.06,,0,0,77,84,50,,250,280,38,52.1,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/19/17,10.29,,0.06,,0,0,51,53,43,,50,60,21.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/20/17,11.41,,0.34,,0,0,53,65,45,,100,100,21.9,25.9,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/21/17,11.41,,0.4,,0,0,62,75,53,,270,280,23.9,29.1,1,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/22/17,13.87,,0,,0,0,58,69,49,,270,260,28,38,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/23/17,7.38,,0.01,,0,0,62,69,57,,200,220,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/24/17,9.4,,0.56,,0,0,59,69,54,,60,60,16.1,21,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/25/17,8.72,,0,,0,0,59,64,57,,40,350,15,19,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/26/17,5.14,,0,,0,0,61,71,55,,320,320,12.1,14.1,,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/27/17,1.34,,0,,0,0,67,77,53,,110,120,8.9,13,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/28/17,6.71,,0,,0,0,69,82,57,,300,300,18.1,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/29/17,12.3,,0,,0,0,68,79,54,,260,270,33.1,40,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/30/17,10.51,,0.05,,0,0,63,72,51,,270,280,30,42.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",5/31/17,10.74,,0,,0,0,60,70,48,,270,270,25.9,35.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/1/17,6.71,,0,,0,0,62,76,48,,280,280,19.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/2/17,6.49,,0,,0,0,66,83,47,,250,250,18.1,25.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/3/17,5.37,,0,,0,0,69,86,52,,250,240,15,19,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/4/17,10.07,,0.12,,0,0,75,88,63,,270,290,19.9,27.1,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/5/17,9.4,,0,,0,0,66,74,51,,40,40,23.9,33.1,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/6/17,10.74,,0,,0,0,61,76,49,,50,40,23.9,32,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/7/17,7.16,,0,,0,0,64,78,51,,60,20,19.9,27.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/8/17,3.8,,0,,0,0,67,83,50,,280,300,14.1,17,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/9/17,6.71,,0.01,,0,0,71,85,60,,270,250,19.9,23.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/10/17,12.75,,0,,0,0,75,90,59,,220,190,25.9,36,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/11/17,12.75,,0,,0,0,81,93,71,,250,260,21,30,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/12/17,11.18,,0,,0,0,83,95,72,,210,200,23.9,33.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/13/17,6.93,,0,,0,0,83,92,72,,60,70,16.1,21,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/14/17,8.72,,0.1,,0,0,78,90,69,,250,260,25.9,34,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/15/17,7.61,,0,,0,0,78,89,68,,260,240,18.1,23.9,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/16/17,7.83,,0.05,,0,0,76,84,67,,230,240,19.9,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/17/17,8.5,,2.07,,0,0,75,88,69,,170,200,23.9,33.1,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/18/17,13.2,,0.22,,0,0,74,82,65,,270,280,28,38,1,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/19/17,11.41,,0,,0,0,70,78,60,,270,250,21.9,28,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/20/17,10.51,,0.01,,0,0,66,78,55,,300,300,30,38.9,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/21/17,2.68,,0,,0,0,65,80,51,,210,290,10.1,13,1,,,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/22/17,11.63,,0.08,,0,0,75,90,62,,210,240,23,30,,,1,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/23/17,9.17,,0.98,,0,0,74,80,67,,290,290,16.1,23,1,,1,,,,1,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/24/17,12.08,,0,,0,0,70,77,59,,260,250,25.1,33.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/25/17,12.75,,0,,0,0,64,72,56,,260,250,25.9,34,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/26/17,13.87,,0,,0,0,63,71,52,,260,260,28,38,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/27/17,8.72,,0,,0,0,62,75,50,,260,260,18.1,25.1,,,,,,,,
USW00014836,"LANSING CAPITAL CITY AIRPORT, MI US",6/28/17,10.29,,0.04,,0,0,66,79,52,,210,170,21,29.1,,,,,,,,
